run_id,window_index,t_start,mean_o22,stall_s,label
S3A_OfForestAndMen_rep1,0,0.0,2.8572,4.523,Critical
S3A_OfForestAndMen_rep1,1,10.0,2.8394,0.165,Degraded
S3A_OfForestAndMen_rep1,2,20.0,2.0894,0,Degraded
S3A_OfForestAndMen_rep1,3,30.0,2.5342,0,Degraded
S3A_OfForestAndMen_rep1,4,40.0,1.6898,0,Critical
S3A_OfForestAndMen_rep1,5,50.0,1.6084,0,Critical
S3A_OfForestAndMen_rep1,6,60.0,1.5994,0,Critical
S3A_OfForestAndMen_rep1,7,70.0,1.5994,0,Critical
S3A_OfForestAndMen_rep1,8,80.0,1.5704,3.262,Critical
S3A_OfForestAndMen_rep1,9,90.0,2.6264,0,Degraded
S3A_OfForestAndMen_rep1,10,100.0,2.7566,0,Degraded
S3A_OfForestAndMen_rep1,11,110.0,1.7603,0,Critical
S3A_OfForestAndMen_rep1,12,120.0,1.6898,0,Critical
S3A_OfForestAndMen_rep1,13,130.0,1.8986,0,Critical
S3A_OfForestAndMen_rep1,14,140.0,3.6041,0,Good
S3A_OfForestAndMen_rep1,15,150.0,2.9407,0,Degraded
S3A_OfForestAndMen_rep1,16,160.0,2.9276,0,Degraded
S3A_OfForestAndMen_rep1,17,170.0,3.0453,0,Good
S3A_OfForestAndMen_rep1,18,180.0,4.117,0,Excellent
S3A_OfForestAndMen_rep1,19,190.0,4.1084,0,Excellent
S3A_OfForestAndMen_rep1,20,200.0,4.1042,0,Excellent
S3A_OfForestAndMen_rep1,21,210.0,4.1042,0,Excellent
S3A_OfForestAndMen_rep1,22,220.0,3.3093,8.213,Critical
S3A_OfForestAndMen_rep1,23,230.0,2.717,0,Degraded
S3A_OfForestAndMen_rep1,24,240.0,2.8092,0,Degraded
S3A_OfForestAndMen_rep1,25,250.0,2.8071,0,Degraded
S3A_OfForestAndMen_rep1,26,260.0,2.7959,0,Degraded
S3A_OfForestAndMen_rep1,27,270.0,2.7566,0,Degraded
S3A_OfForestAndMen_rep1,28,280.0,2.7566,0,Degraded
