run_id,window_index,t_start,mean_o22,stall_s,label
FASE2_s12_BigBuckBunny,0,0.0,2.1189,16.834,Critical
FASE2_s12_BigBuckBunny,1,10.0,1.5629,0,Critical
FASE2_s12_BigBuckBunny,2,20.0,1.5629,0,Critical
FASE2_s12_BigBuckBunny,3,30.0,1.4457,0,Critical
FASE2_s12_BigBuckBunny,4,40.0,1.4457,0,Critical
FASE2_s12_BigBuckBunny,5,50.0,2.0957,0,Degraded
FASE2_s12_BigBuckBunny,6,60.0,1.9972,0,Critical
FASE2_s12_BigBuckBunny,7,70.0,1.6764,0,Critical
FASE2_s12_BigBuckBunny,8,80.0,1.6764,0,Critical
FASE2_s12_BigBuckBunny,9,90.0,2.5319,0,Degraded
FASE2_s12_BigBuckBunny,10,100.0,1.5819,0,Critical
FASE2_s12_BigBuckBunny,11,110.0,1.5923,0,Critical
FASE2_s12_BigBuckBunny,12,120.0,1.5923,0,Critical
FASE2_s12_BigBuckBunny,13,130.0,2.6782,0,Degraded
FASE2_s12_BigBuckBunny,14,140.0,2.7988,0,Degraded
FASE2_s12_BigBuckBunny,15,150.0,2.7988,0,Degraded
FASE2_s12_BigBuckBunny,16,160.0,2.7988,0,Degraded
FASE2_s12_BigBuckBunny,17,170.0,2.7988,0,Degraded
FASE2_s12_BigBuckBunny,18,180.0,2.4621,0,Degraded
FASE2_s12_BigBuckBunny,19,190.0,1.6764,0,Critical
FASE2_s12_BigBuckBunny,20,200.0,1.6764,0,Critical
FASE2_s12_BigBuckBunny,21,210.0,1.6343,0,Critical
FASE2_s12_BigBuckBunny,22,220.0,1.5923,0,Critical
FASE2_s12_BigBuckBunny,23,230.0,1.519,0,Critical
FASE2_s12_BigBuckBunny,24,240.0,1.4457,0,Critical
FASE2_s12_BigBuckBunny,25,250.0,1.4457,0,Critical
FASE2_s12_BigBuckBunny,26,260.0,1.7057,0,Critical
FASE2_s12_BigBuckBunny,27,270.0,1.519,2.212,Critical
FASE2_s12_BigBuckBunny,28,280.0,1.5923,0,Critical
