run_id,window_index,t_start,mean_o22,stall_s,label
S5F_BigBuckBunny_rep1,0,0.0,4.1602,7.174,Critical
S5F_BigBuckBunny_rep1,1,10.0,3.4404,0.336,Degraded
S5F_BigBuckBunny_rep1,2,20.0,3.5329,0,Good
S5F_BigBuckBunny_rep1,3,30.0,2.9121,0,Degraded
S5F_BigBuckBunny_rep1,4,40.0,2.5377,0,Degraded
S5F_BigBuckBunny_rep1,5,50.0,2.8979,0,Degraded
S5F_BigBuckBunny_rep1,6,60.0,2.8569,0,Degraded
S5F_BigBuckBunny_rep1,7,70.0,2.8393,0,Degraded
S5F_BigBuckBunny_rep1,8,80.0,2.8393,0,Degraded
S5F_BigBuckBunny_rep1,9,90.0,3.5878,0,Good
S5F_BigBuckBunny_rep1,10,100.0,2.91,0,Degraded
S5F_BigBuckBunny_rep1,11,110.0,2.8979,0,Degraded
S5F_BigBuckBunny_rep1,12,120.0,2.8979,0,Degraded
S5F_BigBuckBunny_rep1,13,130.0,2.7597,0,Degraded
S5F_BigBuckBunny_rep1,14,140.0,2.4769,0,Degraded
S5F_BigBuckBunny_rep1,15,150.0,2.376,0,Degraded
S5F_BigBuckBunny_rep1,16,160.0,2.7988,0,Degraded
S5F_BigBuckBunny_rep1,17,170.0,2.7988,0,Degraded
S5F_BigBuckBunny_rep1,18,180.0,3.088,0,Good
S5F_BigBuckBunny_rep1,19,190.0,2.5551,0,Degraded
S5F_BigBuckBunny_rep1,20,200.0,3.1297,0,Good
S5F_BigBuckBunny_rep1,21,210.0,1.8026,0,Critical
S5F_BigBuckBunny_rep1,22,220.0,2.8774,0,Degraded
S5F_BigBuckBunny_rep1,23,230.0,2.914,0,Degraded
S5F_BigBuckBunny_rep1,24,240.0,2.8979,0,Degraded
S5F_BigBuckBunny_rep1,25,250.0,2.8979,0,Degraded
S5F_BigBuckBunny_rep1,26,260.0,3.5032,0,Good
S5F_BigBuckBunny_rep1,27,270.0,3.0045,0,Good
S5F_BigBuckBunny_rep1,28,280.0,2.9381,0,Degraded
S5F_BigBuckBunny_rep1,29,290.0,2.9381,0,Degraded
