run_id,window_index,t_start,mean_o22,stall_s,label
S5A_BigBuckBunny_rep1,0,0.0,4.2018,9.716,Critical
S5A_BigBuckBunny_rep1,1,10.0,3.4379,0,Good
S5A_BigBuckBunny_rep1,2,20.0,2.3098,0,Degraded
S5A_BigBuckBunny_rep1,3,30.0,2.9357,0.153,Degraded
S5A_BigBuckBunny_rep1,4,40.0,2.5596,0.597,Critical
S5A_BigBuckBunny_rep1,5,50.0,2.9381,0,Degraded
S5A_BigBuckBunny_rep1,6,60.0,2.926,0,Degraded
S5A_BigBuckBunny_rep1,7,70.0,2.8979,0,Degraded
S5A_BigBuckBunny_rep1,8,80.0,3.436,0,Good
S5A_BigBuckBunny_rep1,9,90.0,3.6762,0,Good
S5A_BigBuckBunny_rep1,10,100.0,3.5153,0,Good
S5A_BigBuckBunny_rep1,11,110.0,2.9381,0,Degraded
S5A_BigBuckBunny_rep1,12,120.0,2.9381,0,Degraded
S5A_BigBuckBunny_rep1,13,130.0,3.023,0,Good
S5A_BigBuckBunny_rep1,14,140.0,3.0205,0,Good
S5A_BigBuckBunny_rep1,15,150.0,2.5159,0,Degraded
S5A_BigBuckBunny_rep1,16,160.0,2.9381,0,Degraded
S5A_BigBuckBunny_rep1,17,170.0,3.278,0,Good
S5A_BigBuckBunny_rep1,18,180.0,3.3635,0,Good
S5A_BigBuckBunny_rep1,19,190.0,3.7626,0,Good
S5A_BigBuckBunny_rep1,20,200.0,3.7626,0,Good
S5A_BigBuckBunny_rep1,21,210.0,3.7828,0,Good
S5A_BigBuckBunny_rep1,22,220.0,3.1854,0,Good
S5A_BigBuckBunny_rep1,23,230.0,2.9381,0,Degraded
S5A_BigBuckBunny_rep1,24,240.0,2.9381,0,Degraded
S5A_BigBuckBunny_rep1,25,250.0,3.5977,0,Good
S5A_BigBuckBunny_rep1,26,260.0,2.9381,0,Degraded
S5A_BigBuckBunny_rep1,27,270.0,2.8119,0,Degraded
S5A_BigBuckBunny_rep1,28,280.0,3.0728,0,Good
