run_id,window_index,t_start,mean_o22,stall_s,label
S5A_ElephantsDream_rep1,0,0.0,4.3663,0.957,Critical
S5A_ElephantsDream_rep1,1,10.0,3.9027,0,Good
S5A_ElephantsDream_rep1,2,20.0,3.7896,0,Good
S5A_ElephantsDream_rep1,3,30.0,3.7896,0,Good
S5A_ElephantsDream_rep1,4,40.0,3.7729,0,Good
S5A_ElephantsDream_rep1,5,50.0,3.7657,0,Good
S5A_ElephantsDream_rep1,6,60.0,3.7657,0,Good
S5A_ElephantsDream_rep1,7,70.0,3.7657,0,Good
S5A_ElephantsDream_rep1,8,80.0,3.2683,0,Good
S5A_ElephantsDream_rep1,9,90.0,2.8829,0,Degraded
S5A_ElephantsDream_rep1,10,100.0,3.7896,0,Good
S5A_ElephantsDream_rep1,11,110.0,3.7705,0.453,Degraded
S5A_ElephantsDream_rep1,12,120.0,3.7657,0,Good
S5A_ElephantsDream_rep1,13,130.0,3.7657,0,Good
S5A_ElephantsDream_rep1,14,140.0,3.6095,0,Good
S5A_ElephantsDream_rep1,15,150.0,3.1699,0,Good
S5A_ElephantsDream_rep1,16,160.0,2.9367,0,Degraded
S5A_ElephantsDream_rep1,17,170.0,2.8636,0,Degraded
S5A_ElephantsDream_rep1,18,180.0,2.8979,0,Degraded
S5A_ElephantsDream_rep1,19,190.0,2.9871,0,Degraded
S5A_ElephantsDream_rep1,20,200.0,3.7824,0.716,Critical
S5A_ElephantsDream_rep1,21,210.0,3.0041,0,Good
S5A_ElephantsDream_rep1,22,220.0,2.9367,0,Degraded
S5A_ElephantsDream_rep1,23,230.0,2.9018,0,Degraded
S5A_ElephantsDream_rep1,24,240.0,2.8812,0,Degraded
S5A_ElephantsDream_rep1,25,250.0,2.8422,0,Degraded
S5A_ElephantsDream_rep1,26,260.0,2.8422,0,Degraded
S5A_ElephantsDream_rep1,27,270.0,3.1264,0,Good
S5A_ElephantsDream_rep1,28,280.0,3.3429,0,Good
S5A_ElephantsDream_rep1,29,290.0,3.0403,0,Good
