n,mechanism,block_size,body_bytes,blocks,latency_ms,frame_seq,check,t_rel_ms
1,rfc9177,256,16039,63,42.661,68,0,284
2,rfc9177,256,16039,63,42.151,68,0,327
3,rfc9177,256,16070,63,39.826,69,0,366
4,rfc9177,256,16070,63,42.550,69,0,409
5,rfc9177,256,15832,62,42.998,70,0,452
6,rfc9177,256,15004,59,48.934,71,0,501
7,rfc9177,256,15004,59,46.492,71,0,547
8,rfc9177,256,14529,57,42.070,72,0,590
9,rfc9177,256,14257,56,42.298,73,0,632
10,rfc9177,256,14257,56,44.619,73,0,676
11,rfc9177,256,13999,55,42.746,74,0,719
12,rfc9177,256,13977,55,38.979,75,0,758
13,rfc9177,256,13977,55,37.669,75,0,796
14,rfc9177,256,13813,54,37.593,76,0,833
15,rfc9177,256,13813,54,40.392,76,0,874
16,rfc9177,256,14181,56,35.907,77,0,910
17,rfc9177,256,14709,58,40.115,78,0,950
18,rfc9177,256,14709,58,40.245,78,0,990
19,rfc9177,256,15211,60,35.308,79,0,1025
20,rfc9177,256,15211,60,39.139,79,0,1065
21,rfc9177,256,15658,62,44.003,80,0,1109
22,rfc9177,256,15863,62,41.959,81,0,1151
23,rfc9177,256,15863,62,42.163,81,0,1193
24,rfc9177,256,15821,62,69.183,82,0,1262
25,rfc9177,256,16199,64,40.044,83,0,1302
26,rfc9177,256,16199,64,40.172,83,0,1342
27,rfc9177,256,16020,63,39.919,84,0,1382
28,rfc9177,256,15116,60,35.732,85,0,1418
29,rfc9177,256,15116,60,33.266,85,0,1451
30,rfc9177,256,14700,58,34.764,86,0,1486
31,rfc9177,256,14700,58,38.369,86,0,1524
32,rfc9177,256,14430,57,37.608,87,0,1562
33,rfc9177,256,14430,57,39.697,87,0,1602
34,rfc9177,256,14240,56,55.906,88,0,1657
35,rfc9177,256,13740,54,38.914,89,0,1696
36,rfc9177,256,13740,54,38.595,89,0,1735
37,rfc9177,256,13993,55,42.742,90,0,1778
38,rfc9177,256,13990,55,42.927,91,0,1821
39,rfc9177,256,13990,55,50.163,91,0,1871
40,rfc9177,256,14683,58,50.620,92,0,1921
41,rfc9177,256,15259,60,47.654,93,0,1969
42,rfc9177,256,15259,60,83.990,93,0,2053
43,rfc9177,256,15909,63,44.741,95,0,2098
44,rfc9177,256,15909,63,48.283,95,0,2146
45,rfc9177,256,15969,63,45.023,96,0,2191
46,rfc9177,256,16302,64,54.080,97,0,2245
47,rfc9177,256,16034,63,44.260,98,0,2290
48,rfc9177,256,16034,63,40.997,98,0,2331
49,rfc9177,256,15305,60,47.559,99,0,2378
50,rfc9177,256,14541,57,41.092,100,0,2419
51,rfc9177,256,14541,57,40.629,100,0,2460
52,rfc9177,256,14279,56,39.623,101,0,2499
53,rfc9177,256,14279,56,49.872,101,0,2549
54,rfc9177,256,14391,57,38.205,102,0,2588
55,rfc9177,256,14147,56,38.350,103,0,2626
56,rfc9177,256,14147,56,38.453,103,0,2664
57,rfc9177,256,13616,54,35.451,104,0,2700
58,rfc9177,256,13616,54,36.367,104,0,2736
59,rfc9177,256,13890,55,40.595,105,0,2777
60,rfc9177,256,14509,57,43.230,106,0,2820
61,rfc9177,256,14509,57,41.735,106,0,2862
62,rfc9177,256,15127,60,37.156,107,0,2899
63,rfc9177,256,15127,60,40.066,107,0,2939
64,rfc9177,256,15512,61,52.414,108,0,2991
65,rfc9177,256,15605,61,47.897,109,0,3039
66,rfc9177,256,15605,61,39.351,109,0,3079
67,rfc9177,256,15779,62,51.355,110,0,3130
68,rfc9177,256,16129,64,52.278,111,0,3182
69,rfc9177,256,16002,63,43.808,112,0,3226
70,rfc9177,256,16002,63,43.021,112,0,3269
71,rfc9177,256,15734,62,44.660,113,0,3314
72,rfc9177,256,14964,59,41.705,114,0,3355
73,rfc9177,256,14964,59,39.222,114,0,3395
74,rfc9177,256,14478,57,36.651,115,0,3431
75,rfc9177,256,14478,57,53.593,115,0,3485
76,rfc9177,256,14268,56,38.785,116,0,3524
77,rfc9177,256,14117,56,35.946,117,0,3560
78,rfc9177,256,14117,56,42.773,117,0,3602
79,rfc9177,256,13844,55,32.329,118,0,3635
80,rfc9177,256,13844,55,39.022,118,0,3674
81,rfc9177,256,13704,54,44.699,119,0,3719
82,rfc9177,256,14054,55,41.316,120,0,3760
83,rfc9177,256,14054,55,39.691,120,0,3800
84,rfc9177,256,14886,59,38.862,121,0,3838
85,rfc9177,256,14886,59,36.816,121,0,3875
86,rfc9177,256,15453,61,41.875,122,0,3917
87,rfc9177,256,15612,61,43.117,123,0,3960
88,rfc9177,256,15612,61,40.923,123,0,4001
89,rfc9177,256,15703,62,42.270,124,0,4043
90,rfc9177,256,15789,62,38.071,125,0,4082
91,rfc9177,256,15789,62,41.074,125,0,4123
92,rfc9177,256,16483,65,40.111,126,0,4163
93,rfc9177,256,16483,65,46.254,126,0,4209
94,rfc9177,256,15840,62,42.773,127,0,4252
95,rfc9177,256,15121,60,39.564,128,0,4291
96,rfc9177,256,15121,60,41.143,128,0,4332
97,rfc9177,256,14312,56,41.498,129,0,4374
98,rfc9177,256,14230,56,39.653,130,0,4414
99,rfc9177,256,14230,56,35.338,130,0,4449
100,rfc9177,256,13909,55,43.570,131,0,4493
