n,mechanism,block_size,body_bytes,blocks,latency_ms,frame_seq,check,t_rel_ms
1,rfc9177,512,15377,31,21.364,65,0,136
2,rfc9177,512,15377,31,26.251,65,0,162
3,rfc9177,512,14829,29,19.232,66,0,181
4,rfc9177,512,14829,29,16.901,66,0,198
5,rfc9177,512,14829,29,18.146,66,0,216
6,rfc9177,512,14829,29,17.860,66,0,234
7,rfc9177,512,14362,29,19.431,67,0,253
8,rfc9177,512,14362,29,18.649,67,0,272
9,rfc9177,512,14362,29,20.235,67,0,292
10,rfc9177,512,14128,28,21.129,68,0,313
11,rfc9177,512,14128,28,19.862,68,0,333
12,rfc9177,512,14128,28,22.367,68,0,356
13,rfc9177,512,13949,28,18.240,69,0,374
14,rfc9177,512,13949,28,26.635,69,0,400
15,rfc9177,512,13949,28,21.666,69,0,422
16,rfc9177,512,13845,28,16.976,70,0,439
17,rfc9177,512,13845,28,21.007,70,0,460
18,rfc9177,512,13845,28,16.701,70,0,477
19,rfc9177,512,13845,28,15.998,70,0,493
20,rfc9177,512,13757,27,19.786,71,0,513
21,rfc9177,512,13757,27,21.071,71,0,534
22,rfc9177,512,13757,27,21.855,71,0,556
23,rfc9177,512,14010,28,36.585,72,0,592
24,rfc9177,512,14010,28,45.103,72,0,637
25,rfc9177,512,14727,29,60.244,73,0,698
26,rfc9177,512,15599,31,23.419,74,0,721
27,rfc9177,512,15599,31,37.427,74,0,758
28,rfc9177,512,15777,31,37.087,75,0,795
29,rfc9177,512,15777,31,28.189,75,0,824
30,rfc9177,512,15876,32,48.341,76,0,872
31,rfc9177,512,15876,32,24.018,76,0,896
32,rfc9177,512,15964,32,22.969,77,0,919
33,rfc9177,512,15964,32,25.782,77,0,945
34,rfc9177,512,15964,32,25.440,77,0,970
35,rfc9177,512,16193,32,21.265,78,0,992
36,rfc9177,512,16193,32,21.726,78,0,1013
37,rfc9177,512,16193,32,20.010,78,0,1033
38,rfc9177,512,15975,32,23.117,79,0,1056
39,rfc9177,512,15975,32,21.967,79,0,1078
40,rfc9177,512,15975,32,24.171,79,0,1103
41,rfc9177,512,15186,30,20.809,80,0,1123
42,rfc9177,512,15186,30,18.559,80,0,1142
43,rfc9177,512,15186,30,19.859,80,0,1162
44,rfc9177,512,14426,29,17.670,81,0,1179
45,rfc9177,512,14426,29,16.410,81,0,1196
46,rfc9177,512,14426,29,14.454,81,0,1210
47,rfc9177,512,14426,29,15.112,81,0,1225
48,rfc9177,512,14382,29,14.886,82,0,1240
49,rfc9177,512,14382,29,17.798,82,0,1258
50,rfc9177,512,14382,29,20.695,82,0,1279
51,rfc9177,512,14382,29,19.655,82,0,1299
52,rfc9177,512,13936,28,15.843,83,0,1314
53,rfc9177,512,13936,28,15.767,83,0,1330
54,rfc9177,512,13936,28,15.247,83,0,1345
55,rfc9177,512,13936,28,15.861,83,0,1361
56,rfc9177,512,13879,28,18.901,84,0,1380
57,rfc9177,512,13879,28,15.032,84,0,1395
58,rfc9177,512,13879,28,17.674,84,0,1413
59,rfc9177,512,13879,28,21.340,84,0,1434
60,rfc9177,512,13789,27,17.993,85,0,1452
61,rfc9177,512,13789,27,21.921,85,0,1474
62,rfc9177,512,13789,27,62.120,85,0,1536
63,rfc9177,512,13931,28,25.870,86,0,1562
64,rfc9177,512,14674,29,18.740,87,0,1581
65,rfc9177,512,14674,29,34.252,87,0,1615
66,rfc9177,512,15313,30,50.170,88,0,1665
67,rfc9177,512,15313,30,26.540,88,0,1692
68,rfc9177,512,15605,31,71.274,89,0,1763
69,rfc9177,512,15805,31,34.170,90,0,1797
70,rfc9177,512,15805,31,41.859,90,0,1839
71,rfc9177,512,15926,32,29.223,91,0,1868
72,rfc9177,512,15926,32,37.966,91,0,1906
73,rfc9177,512,16135,32,35.993,92,0,1942
74,rfc9177,512,16135,32,29.125,92,0,1972
75,rfc9177,512,15957,32,28.715,93,0,2000
76,rfc9177,512,15957,32,38.530,93,0,2039
77,rfc9177,512,15505,31,29.231,94,0,2068
78,rfc9177,512,15505,31,26.774,94,0,2095
79,rfc9177,512,14666,29,21.473,95,0,2116
80,rfc9177,512,14666,29,18.754,95,0,2135
81,rfc9177,512,14666,29,23.331,95,0,2158
82,rfc9177,512,14390,29,22.018,96,0,2180
83,rfc9177,512,14390,29,17.820,96,0,2198
84,rfc9177,512,14390,29,21.072,96,0,2219
85,rfc9177,512,13959,28,21.518,97,0,2241
86,rfc9177,512,13959,28,24.075,97,0,2265
87,rfc9177,512,13959,28,43.158,97,0,2308
88,rfc9177,512,14021,28,21.948,98,0,2330
89,rfc9177,512,14021,28,23.732,98,0,2354
90,rfc9177,512,13641,27,22.552,99,0,2376
91,rfc9177,512,13641,27,25.950,99,0,2402
92,rfc9177,512,13641,27,26.198,99,0,2428
93,rfc9177,512,13817,27,44.292,100,0,2473
94,rfc9177,512,13817,27,34.679,100,0,2507
95,rfc9177,512,14356,29,25.101,101,0,2533
96,rfc9177,512,14356,29,18.125,101,0,2551
97,rfc9177,512,14356,29,53.703,101,0,2604
98,rfc9177,512,15080,30,41.584,102,0,2646
99,rfc9177,512,15442,31,90.863,103,0,2737
100,rfc9177,512,15719,31,25.389,104,0,2762
