n,mechanism,block_size,body_bytes,blocks,latency_ms,frame_seq,check,t_rel_ms
1,rfc7959,1024,9696,10,18.908,199,0,9227
2,rfc7959,1024,9696,10,2456.443,199,0,11684
3,rfc7959,1024,11759,12,5527.901,236,0,17211
4,rfc7959,1024,0,0,6000.000,0,-99,23254
5,rfc7959,1024,10355,11,4199.673,431,0,27453
6,rfc7959,1024,9693,10,15.777,473,0,27469
7,rfc7959,1024,0,0,6000.000,0,-99,33490
8,rfc7959,1024,0,0,6000.000,0,-99,39531
9,rfc7959,1024,9652,10,5633.318,659,0,45164
10,rfc7959,1024,12060,12,2356.025,738,0,47520
11,rfc7959,1024,9578,10,4990.637,774,0,52511
12,rfc7959,1024,11168,11,5619.563,849,0,58130
13,rfc7959,1024,9809,10,19.818,933,0,58150
14,rfc7959,1024,9809,10,18.799,933,0,58169
15,rfc7959,1024,9809,10,4819.630,933,0,62989
16,rfc7959,1024,10381,11,21.382,1006,0,63010
17,rfc7959,1024,10381,11,2639.245,1006,0,65649
18,rfc7959,1024,9963,10,2682.746,1046,0,68332
19,rfc7959,1024,0,0,6000.000,0,-99,74370
20,rfc7959,1024,0,0,6000.000,0,-99,80406
21,rfc7959,1024,0,0,6000.000,0,-99,86438
22,rfc7959,1024,11751,12,1965.747,1386,0,88403
23,rfc7959,1024,11002,11,18.667,1387,0,88422
24,rfc7959,1024,11002,11,5583.951,1387,0,94006
25,rfc7959,1024,12021,12,5164.942,1471,0,99171
26,rfc7959,1024,9948,10,2340.145,1548,0,101511
27,rfc7959,1024,11368,12,21.276,1583,0,101532
28,rfc7959,1024,11631,12,5455.468,1584,0,106988
29,rfc7959,1024,9869,10,3002.647,1665,0,109991
30,rfc7959,1024,10410,11,2469.504,1710,0,112460
