n,mechanism,block_size,body_bytes,blocks,latency_ms,frame_seq,check,t_rel_ms
1,rfc7959,1024,0,0,6000.000,0,-99,8616
2,rfc7959,1024,0,0,6000.000,0,-99,14617
3,rfc7959,1024,0,0,6000.000,0,-99,20625
4,rfc7959,1024,0,0,6000.000,0,-99,26647
5,rfc7959,1024,0,0,6000.000,0,-99,32689
6,rfc7959,1024,0,0,6000.000,0,-99,38737
7,rfc7959,1024,0,0,6000.000,0,-99,44766
8,rfc7959,1024,0,0,6000.000,0,-99,50776
9,rfc7959,1024,0,0,6000.000,0,-99,56790
10,rfc7959,1024,0,0,6000.000,0,-99,62796
11,rfc7959,1024,0,0,6000.000,0,-99,68816
12,rfc7959,1024,0,0,6000.000,0,-99,74827
13,rfc7959,1024,0,0,6000.000,0,-99,80834
14,rfc7959,1024,0,0,6000.000,0,-99,86868
15,rfc7959,1024,0,0,6000.000,0,-99,92876
16,rfc7959,1024,0,0,6000.000,0,-99,98884
17,rfc7959,1024,0,0,6000.000,0,-99,104917
18,rfc7959,1024,0,0,6000.000,0,-99,110931
19,rfc7959,1024,0,0,6000.000,0,-99,116959
20,rfc7959,1024,0,0,6000.000,0,-99,122963
21,rfc7959,1024,0,0,6000.000,0,-99,128975
22,rfc7959,1024,0,0,6000.000,0,-99,134986
23,rfc7959,1024,0,0,6000.000,0,-99,140994
24,rfc7959,1024,0,0,6000.000,0,-99,147024
25,rfc7959,1024,0,0,6000.000,0,-99,153031
26,rfc7959,1024,0,0,6000.000,0,-99,159061
27,rfc7959,1024,0,0,6000.000,0,-99,165078
28,rfc7959,1024,0,0,6000.000,0,-99,171126
29,rfc7959,1024,0,0,6000.000,0,-99,177155
30,rfc7959,1024,0,0,6000.000,0,-99,183193
