n,mechanism,block_size,body_bytes,blocks,latency_ms,frame_seq,check,t_rel_ms
1,rfc7959,128,14069,110,198.601,80,0,1254
2,rfc7959,128,15612,122,2469.585,83,0,3723
3,rfc7959,128,14149,111,218.369,120,0,3942
4,rfc7959,128,14015,110,209.263,123,0,4151
5,rfc7959,128,15680,123,224.693,126,0,4376
6,rfc7959,128,15693,123,225.475,130,0,4601
7,rfc7959,128,14142,111,200.691,133,0,4802
8,rfc7959,128,13970,110,188.858,136,0,4991
9,rfc7959,128,15113,119,204.394,139,0,5195
10,rfc7959,128,15914,125,220.465,142,0,5416
11,rfc7959,128,15429,121,215.376,145,0,5631
12,rfc7959,128,14246,112,201.856,148,0,5833
13,rfc7959,128,13908,109,191.052,151,0,6024
14,rfc7959,128,15409,121,216.896,154,0,6241
15,rfc7959,128,15925,125,212.964,158,0,6454
16,rfc7959,128,14392,113,194.589,161,0,6648
17,rfc7959,128,13983,110,198.902,164,0,6847
18,rfc7959,128,14590,114,192.954,167,0,7040
19,rfc7959,128,15588,122,223.901,170,0,7264
20,rfc7959,128,15858,124,218.852,173,0,7483
21,rfc7959,128,14148,111,196.481,176,0,7679
22,rfc7959,128,13747,108,187.321,179,0,7867
23,rfc7959,128,14966,117,193.821,182,0,8061
24,rfc7959,128,15647,123,249.385,185,0,8310
25,rfc7959,128,14831,116,213.042,189,0,8523
26,rfc7959,128,13843,109,201.138,192,0,8724
27,rfc7959,128,14037,110,198.135,195,0,8922
28,rfc7959,128,15317,120,221.811,198,0,9144
29,rfc7959,128,15834,124,251.157,201,0,9395
30,rfc7959,128,14381,113,215.636,205,0,9611
31,rfc7959,128,13735,108,205.520,208,0,9817
32,rfc7959,128,15127,119,226.341,211,0,10043
33,rfc7959,128,15755,124,220.449,215,0,10263
34,rfc7959,128,14775,116,232.858,218,0,10496
35,rfc7959,128,14180,111,223.869,221,0,10720
36,rfc7959,128,14922,117,217.417,225,0,10938
37,rfc7959,128,15608,122,222.053,228,0,11160
38,rfc7959,128,15690,123,226.317,231,0,11386
39,rfc7959,128,14096,111,219.078,235,0,11605
40,rfc7959,128,13907,109,218.914,238,0,11824
41,rfc7959,128,15452,121,215.053,241,0,12039
42,rfc7959,128,15723,123,228.035,245,0,12267
43,rfc7959,128,14110,111,243.793,248,0,12511
44,rfc7959,128,13826,109,188.517,252,0,12699
45,rfc7959,128,15156,119,196.376,254,0,12896
46,rfc7959,128,16016,126,213.344,257,0,13109
47,rfc7959,128,14732,116,240.647,261,0,13350
48,rfc7959,128,14137,111,233.595,264,0,13583
49,rfc7959,128,15031,118,203.116,268,0,13787
50,rfc7959,128,15717,123,238.987,271,0,14026
51,rfc7959,128,15639,123,206.786,274,0,14232
52,rfc7959,128,14119,111,207.768,277,0,14440
53,rfc7959,128,14158,111,231.419,281,0,14672
54,rfc7959,128,15650,123,222.486,284,0,14894
55,rfc7959,128,16190,127,235.487,287,0,15130
56,rfc7959,128,14095,111,222.181,291,0,15352
57,rfc7959,128,13725,108,205.819,294,0,15558
58,rfc7959,128,15245,120,238.242,297,0,15796
59,rfc7959,128,16048,126,252.638,301,0,16048
60,rfc7959,128,14292,112,213.600,305,0,16262
61,rfc7959,128,14050,110,205.854,308,0,16468
62,rfc7959,128,14974,117,219.757,311,0,16688
63,rfc7959,128,16008,126,232.947,314,0,16921
64,rfc7959,128,14903,117,211.203,318,0,17132
65,rfc7959,128,14131,111,191.662,321,0,17324
66,rfc7959,128,13966,110,200.335,324,0,17524
67,rfc7959,128,15683,123,355.388,327,0,17879
68,rfc7959,128,15445,121,217.476,332,0,18097
69,rfc7959,128,14265,112,197.634,335,0,18294
70,rfc7959,128,14017,110,232.441,338,0,18527
71,rfc7959,128,15809,124,231.623,342,0,18759
72,rfc7959,128,16418,129,262.306,345,0,19021
73,rfc7959,128,14405,113,2497.867,349,0,21519
74,rfc7959,128,15879,125,281.990,387,0,21801
75,rfc7959,128,14568,114,221.619,391,0,22022
76,rfc7959,128,13846,109,230.835,394,0,22253
77,rfc7959,128,15417,121,227.382,398,0,22481
78,rfc7959,128,16016,126,207.515,401,0,22688
79,rfc7959,128,15468,121,211.860,404,0,22900
80,rfc7959,128,14380,113,205.579,407,0,23106
81,rfc7959,128,13966,110,184.181,410,0,23290
82,rfc7959,128,15745,124,215.350,413,0,23505
83,rfc7959,128,16201,127,236.744,416,0,23742
84,rfc7959,128,14529,114,223.221,420,0,23965
85,rfc7959,128,14101,111,195.661,423,0,24161
86,rfc7959,128,15246,120,215.408,426,0,24376
87,rfc7959,128,16160,127,224.219,430,0,24600
88,rfc7959,128,15244,120,217.435,433,0,24818
89,rfc7959,128,14284,112,187.961,436,0,25006
90,rfc7959,128,14057,110,202.547,439,0,25208
91,rfc7959,128,15842,124,208.537,442,0,25417
92,rfc7959,128,16197,127,202.547,445,0,25620
93,rfc7959,128,14713,115,187.733,448,0,25807
94,rfc7959,128,14409,113,188.798,451,0,25996
95,rfc7959,128,14499,114,211.573,454,0,26208
96,rfc7959,128,15901,125,236.116,457,0,26444
97,rfc7959,128,15647,123,208.341,461,0,26652
98,rfc7959,128,14491,114,229.508,464,0,26882
99,rfc7959,128,13958,110,203.243,467,0,27085
100,rfc7959,128,15515,122,187.634,470,0,27273
