n,mechanism,block_size,body_bytes,blocks,latency_ms,frame_seq,check,t_rel_ms
1,rfc9177,128,15741,123,78.667,71,0,433
2,rfc9177,128,15919,125,77.051,73,0,510
3,rfc9177,128,16125,126,86.408,74,0,597
4,rfc9177,128,16312,128,82.465,75,0,679
5,rfc9177,128,16060,126,76.861,76,0,756
6,rfc9177,128,15325,120,68.827,77,0,825
7,rfc9177,128,14862,117,68.018,78,0,893
8,rfc9177,128,14327,112,69.336,79,0,962
9,rfc9177,128,14512,114,63.227,80,0,1025
10,rfc9177,128,14434,113,71.388,81,0,1097
11,rfc9177,128,14054,110,61.000,82,0,1158
12,rfc9177,128,14335,112,79.069,83,0,1237
13,rfc9177,128,15656,123,83.596,85,0,1321
14,rfc9177,128,15762,124,87.793,86,0,1408
15,rfc9177,128,15943,125,97.187,87,0,1506
16,rfc9177,128,16217,127,4171.478,89,0,5677
17,rfc9177,128,14569,114,69.355,151,0,5746
18,rfc9177,128,14583,114,76.422,152,0,5823
19,rfc9177,128,14005,110,70.641,153,0,5893
20,rfc9177,128,14035,110,64.757,154,0,5958
21,rfc9177,128,14331,112,65.983,155,0,6024
22,rfc9177,128,15156,119,72.574,156,0,6097
23,rfc9177,128,15675,123,71.155,157,0,6168
24,rfc9177,128,16080,126,86.711,158,0,6255
25,rfc9177,128,16354,128,81.236,160,0,6336
26,rfc9177,128,16414,129,72.440,161,0,6408
27,rfc9177,128,16125,126,78.108,162,0,6486
28,rfc9177,128,15512,122,88.663,163,0,6575
29,rfc9177,128,14658,115,90.391,165,0,6666
30,rfc9177,128,14345,113,81.749,166,0,6747
31,rfc9177,128,14248,112,74.212,167,0,6822
32,rfc9177,128,14070,110,68.911,168,0,6890
33,rfc9177,128,14172,111,70.109,169,0,6961
34,rfc9177,128,14996,118,69.050,170,0,7030
35,rfc9177,128,15510,122,85.247,171,0,7115
36,rfc9177,128,16033,126,76.180,173,0,7191
37,rfc9177,128,16306,128,86.564,174,0,7278
38,rfc9177,128,16361,128,90.977,175,0,7369
39,rfc9177,128,16384,128,88.189,176,0,7457
40,rfc9177,128,14896,117,79.915,178,0,7537
41,rfc9177,128,14704,115,83.033,179,0,7620
42,rfc9177,128,14318,112,74.901,180,0,7695
43,rfc9177,128,14330,112,86.095,181,0,7781
44,rfc9177,128,13623,107,82.952,183,0,7864
45,rfc9177,128,14737,116,118.225,184,0,7982
46,rfc9177,128,15778,124,82.067,186,0,8064
47,rfc9177,128,15835,124,78.511,187,0,8143
48,rfc9177,128,16221,127,4084.702,188,0,12227
49,rfc9177,128,15249,120,77.718,249,0,12305
50,rfc9177,128,14404,113,75.317,250,0,12380
51,rfc9177,128,14279,112,72.604,252,0,12453
52,rfc9177,128,13920,109,70.388,253,0,12523
53,rfc9177,128,13904,109,61.870,254,0,12585
54,rfc9177,128,13868,109,64.079,255,0,12649
55,rfc9177,128,14811,116,71.131,256,0,12720
56,rfc9177,128,15535,122,76.199,257,0,12797
57,rfc9177,128,0,0,10000.000,0,-99,22810
58,rfc9177,128,14386,113,218.040,409,0,23028
59,rfc9177,128,14174,111,455.689,411,0,23484
60,rfc9177,128,16405,129,103.732,418,0,23588
61,rfc9177,128,16128,126,201.794,420,0,23789
62,rfc9177,128,14192,111,338.522,423,0,24128
63,rfc9177,128,14922,117,122.812,428,0,24251
64,rfc9177,128,15902,125,345.001,430,0,24596
65,rfc9177,128,15781,124,232.816,435,0,24829
66,rfc9177,128,14549,114,268.072,438,0,25097
67,rfc9177,128,14580,114,280.004,442,0,25377
68,rfc9177,128,16259,128,180.296,446,0,25557
69,rfc9177,128,15621,123,180.961,449,0,25738
70,rfc9177,128,14556,114,115.242,452,0,25853
71,rfc9177,128,14088,111,145.061,454,0,25998
72,rfc9177,128,14448,113,156.044,456,0,26154
73,rfc9177,128,15684,123,226.452,458,0,26381
74,rfc9177,128,16293,128,4220.664,462,0,30602
75,rfc9177,128,14168,111,78.560,525,0,30680
76,rfc9177,128,14071,110,75.961,526,0,30756
77,rfc9177,128,14040,110,67.502,527,0,30824
78,rfc9177,128,14743,116,78.679,528,0,30902
79,rfc9177,128,15558,122,87.490,529,0,30990
80,rfc9177,128,16093,126,81.186,531,0,31071
81,rfc9177,128,16176,127,77.473,532,0,31148
82,rfc9177,128,16439,129,83.911,533,0,31232
83,rfc9177,128,16453,129,75.227,534,0,31308
84,rfc9177,128,15816,124,74.871,535,0,31382
85,rfc9177,128,14523,114,73.407,537,0,31456
86,rfc9177,128,14462,113,68.136,538,0,31524
87,rfc9177,128,14229,112,73.368,539,0,31597
88,rfc9177,128,14027,110,66.563,540,0,31664
89,rfc9177,128,13921,109,67.110,541,0,31731
90,rfc9177,128,14433,113,75.665,542,0,31807
91,rfc9177,128,15174,119,83.852,543,0,31891
92,rfc9177,128,15843,124,86.770,544,0,31977
93,rfc9177,128,15952,125,92.563,545,0,32070
94,rfc9177,128,16276,128,92.895,547,0,32163
95,rfc9177,128,16414,129,100.216,548,0,32263
96,rfc9177,128,15260,120,133.811,550,0,32397
97,rfc9177,128,14461,113,179.793,552,0,32577
98,rfc9177,128,14115,111,115.369,554,0,32692
99,rfc9177,128,14242,112,74.522,556,0,32767
100,rfc9177,128,14949,117,76.880,557,0,32844
