run_id,window_index,t_start,mean_o22,stall_s,label
KAL_1500k,0,0.0,4.2967,1.856,Critical
KAL_1500k,1,10.0,4.0934,0,Excellent
KAL_1500k,2,20.0,4.2656,0,Excellent
KAL_1500k,3,30.0,4.2533,0,Excellent
KAL_1500k,4,40.0,4.2533,0,Excellent
KAL_1500k,5,50.0,4.3067,0,Excellent
KAL_1500k,6,60.0,4.2942,0,Excellent
KAL_1500k,7,70.0,4.2942,0,Excellent
KAL_1500k,8,80.0,4.3031,0,Excellent
KAL_1500k,9,90.0,4.3238,0,Excellent
KAL_1500k,10,100.0,4.3238,0,Excellent
KAL_1500k,11,110.0,4.3238,0,Excellent
