run_id,window_index,t_start,mean_o22,stall_s,label
NETEM_3M_burst32K,0,0.0,4.3349,1.014,Critical
NETEM_3M_burst32K,1,10.0,4.3301,0,Excellent
NETEM_3M_burst32K,2,20.0,4.3835,0,Excellent
NETEM_3M_burst32K,3,30.0,4.3835,0,Excellent
NETEM_3M_burst32K,4,40.0,4.3532,0,Excellent
NETEM_3M_burst32K,5,50.0,4.3547,0,Excellent
NETEM_3M_burst32K,6,60.0,4.3573,0,Excellent
NETEM_3M_burst32K,7,70.0,4.3621,0,Excellent
NETEM_3M_burst32K,8,80.0,4.4053,0,Excellent
NETEM_3M_burst32K,9,90.0,4.4053,0,Excellent
NETEM_3M_burst32K,10,100.0,4.4053,0,Excellent
NETEM_3M_burst32K,11,110.0,4.4053,0,Excellent
