run_id,window_index,t_start,mean_o22,stall_s,label
BRIDGE_baseline,0,0.0,4.3884,0.053,Degraded
BRIDGE_baseline,1,10.0,4.4785,0,Excellent
BRIDGE_baseline,2,20.0,4.4785,0,Excellent
BRIDGE_baseline,3,30.0,4.4785,0,Excellent
BRIDGE_baseline,4,40.0,4.4785,0,Excellent
BRIDGE_baseline,5,50.0,4.4785,0,Excellent
BRIDGE_baseline,6,60.0,4.4785,0,Excellent
BRIDGE_baseline,7,70.0,4.4785,0,Excellent
BRIDGE_baseline,8,80.0,4.4785,0,Excellent
BRIDGE_baseline,9,90.0,4.4785,0,Excellent
BRIDGE_baseline,10,100.0,4.4785,0,Excellent
BRIDGE_baseline,11,110.0,4.4785,0,Excellent
