run_id,window_index,n_samples,rtt_samples,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,total_bytes,total_packets,active_flows,rq_akhir_durasi,rq_akhir_laju_efektif,rq_akhir_slack,rq_akhir_ukuran,rq_akhir_unduh,rq_n_chunk_100s,rq_n_chunk_10s,rq_n_chunk_110s,rq_n_chunk_120s,rq_n_chunk_130s,rq_n_chunk_140s,rq_n_chunk_150s,rq_n_chunk_160s,rq_n_chunk_170s,rq_n_chunk_180s,rq_n_chunk_190s,rq_n_chunk_200s,rq_n_chunk_20s,rq_n_chunk_30s,rq_n_chunk_40s,rq_n_chunk_50s,rq_n_chunk_60s,rq_n_chunk_70s,rq_n_chunk_80s,rq_n_chunk_90s,rq_ukuran_rata_100s,rq_ukuran_rata_10s,rq_ukuran_rata_110s,rq_ukuran_rata_120s,rq_ukuran_rata_130s,rq_ukuran_rata_140s,rq_ukuran_rata_150s,rq_ukuran_rata_160s,rq_ukuran_rata_170s,rq_ukuran_rata_180s,rq_ukuran_rata_190s,rq_ukuran_rata_200s,rq_ukuran_rata_20s,rq_ukuran_rata_30s,rq_ukuran_rata_40s,rq_ukuran_rata_50s,rq_ukuran_rata_60s,rq_ukuran_rata_70s,rq_ukuran_rata_80s,rq_ukuran_rata_90s,rq_unduh_rata_100s,rq_unduh_rata_10s,rq_unduh_rata_110s,rq_unduh_rata_120s,rq_unduh_rata_130s,rq_unduh_rata_140s,rq_unduh_rata_150s,rq_unduh_rata_160s,rq_unduh_rata_170s,rq_unduh_rata_180s,rq_unduh_rata_190s,rq_unduh_rata_200s,rq_unduh_rata_20s,rq_unduh_rata_30s,rq_unduh_rata_40s,rq_unduh_rata_50s,rq_unduh_rata_60s,rq_unduh_rata_70s,rq_unduh_rata_80s,rq_unduh_rata_90s,label
CONT_s10_bola_BigBuckBunny,1,,,1.024201,,,,,,,,,,,,,,0.611,0.178239,0.408,13613.0,0.203,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,13613.0,0.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,0.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,0.203,0.0,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.0,0.203,0.203,0.203,0.203,0.203,0.203,0.203,Good
CONT_s10_bola_BigBuckBunny,2,,,1.080798,,,,,,,,,,,,,,0.611,0.178239,0.408,13613.0,0.203,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,13613.0,0.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,0.0,0.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,0.203,0.0,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.0,0.0,0.203,0.203,0.203,0.203,0.203,0.203,Good
CONT_s10_bola_BigBuckBunny,3,,,1.083368,,,,,,,,,,,,,,0.611,0.178239,0.408,13613.0,0.203,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,13613.0,0.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,13613.0,0.0,0.0,0.0,13613.0,13613.0,13613.0,13613.0,13613.0,0.203,0.0,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.0,0.0,0.0,0.203,0.203,0.203,0.203,0.203,Good
CONT_s10_bola_BigBuckBunny,4,,,0.837326,,,,,,,,,,,,,,55.864,0.992308,3.086,6929290.0,52.778,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,3471451.5,6929290.0,3471451.5,3471451.5,3471451.5,3471451.5,3471451.5,3471451.5,3471451.5,3471451.5,3471451.5,3471451.5,6929290.0,6929290.0,6929290.0,6929290.0,3471451.5,3471451.5,3471451.5,3471451.5,26.4905,52.778,26.4905,26.4905,26.4905,26.4905,26.4905,26.4905,26.4905,26.4905,26.4905,26.4905,52.778,52.778,52.778,52.778,26.4905,26.4905,26.4905,26.4905,Good
CONT_s10_bola_BigBuckBunny,5,,,0.61815,,,,,,,,,,,,,,3.91,0.54399,2.059,265875.0,1.851,4,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,1879864.0,288276.5,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,2501947.667,2501947.667,2501947.667,2501947.667,2501947.667,1879864.0,1879864.0,1879864.0,14.3,2.1095,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,18.999,18.999,18.999,18.999,18.999,14.3,14.3,14.3,Good
CONT_s10_bola_BigBuckBunny,6,,,0.86116,,,,,,,,,,,,,,3.91,0.54399,2.059,265875.0,1.851,4,0,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,4,4,1879864.0,0.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,288276.5,2501947.667,2501947.667,2501947.667,2501947.667,2501947.667,1879864.0,1879864.0,14.3,0.0,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,2.1095,18.999,18.999,18.999,18.999,18.999,14.3,14.3,Excellent
CONT_s10_bola_BigBuckBunny,7,,,0.854865,,,,,,,,,,,,,,3.91,0.54399,2.059,265875.0,1.851,4,0,4,4,4,4,4,4,4,4,4,4,0,2,3,3,3,3,3,4,1879864.0,0.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,1879864.0,0.0,288276.5,2501947.667,2501947.667,2501947.667,2501947.667,2501947.667,1879864.0,14.3,0.0,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,0.0,2.1095,18.999,18.999,18.999,18.999,18.999,14.3,Good
CONT_s10_bola_BigBuckBunny,8,,,0.827421,,,,,,,,,,,,,,32.223,0.839234,1.033,3380330.0,31.19,5,1,5,5,5,5,5,5,5,5,5,5,1,1,3,4,4,4,4,4,2179957.2,3380330.0,2179957.2,2179957.2,2179957.2,2179957.2,2179957.2,2179957.2,2179957.2,2179957.2,2179957.2,2179957.2,3380330.0,3380330.0,1318961.0,2721543.25,2721543.25,2721543.25,2721543.25,2721543.25,17.678,31.19,17.678,17.678,17.678,17.678,17.678,17.678,17.678,17.678,17.678,17.678,31.19,31.19,11.803,22.04675,22.04675,22.04675,22.04675,22.04675,Good
CONT_s10_bola_BigBuckBunny,9,,,0.408408,,,,,,,,,,,,,,4.034,0.38866,2.586,195982.0,1.448,7,3,8,8,8,8,8,8,8,8,8,8,4,4,4,6,7,7,7,7,1627534.571,168856.333,1425794.375,1425794.375,1425794.375,1425794.375,1425794.375,1425794.375,1425794.375,1425794.375,1425794.375,1425794.375,971724.75,971724.75,971724.75,743908.667,1627534.571,1627534.571,1627534.571,1627534.571,13.189143,1.379,11.565875,11.565875,11.565875,11.565875,11.565875,11.565875,11.565875,11.565875,11.565875,11.565875,8.83175,8.83175,8.83175,6.591,13.189143,13.189143,13.189143,13.189143,Degraded
CONT_s10_bola_BigBuckBunny,10,,,0.313783,,,,,,,,,,,,,,3.931,0.399683,1.551,196394.0,2.38,9,2,9,10,10,10,10,10,10,10,10,10,5,6,6,6,8,9,9,9,1309553.778,196621.0,1309553.778,1179959.7,1179959.7,1179959.7,1179959.7,1179959.7,1179959.7,1179959.7,1179959.7,1179959.7,179962.2,713356.833,713356.833,713356.833,607086.75,1309553.778,1309553.778,1309553.778,10.798667,2.432,10.798667,9.7391,9.7391,9.7391,9.7391,9.7391,9.7391,9.7391,9.7391,9.7391,1.8002,6.6985,6.6985,6.6985,5.55125,10.798667,10.798667,10.798667,Degraded
