run_id,window_index,n_samples,rtt_samples,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,total_bytes,total_packets,active_flows,vc_indeks_slot,vc_sesi_durasi_burst,vc_sesi_n_byte,vc_sesi_n_paket,vc_sesi_n_slot_aktif,vc_sesi_pkt_cvar,vc_sesi_pkt_kurt,vc_sesi_pkt_maks,vc_sesi_pkt_mean,vc_sesi_pkt_min,vc_sesi_pkt_skew,vc_sesi_pkt_std,vc_sesi_pkt_var,vc_sesi_rasio_aktif,vc_sesi_reg_intercept,vc_sesi_reg_slope,vc_sesi_t_ke_pertama,vc_sesi_t_stlh_terakhir,vc_sesi_tp_burst,vc_sesi_tp_rata,vc_sesi_vol_cvar,vc_sesi_vol_kurt,vc_sesi_vol_maks,vc_sesi_vol_mean,vc_sesi_vol_min,vc_sesi_vol_skew,vc_sesi_vol_std,vc_sesi_vol_var,vc_slot_durasi_burst,vc_slot_n_byte,vc_slot_n_paket,vc_slot_n_slot_aktif,vc_slot_pkt_cvar,vc_slot_pkt_kurt,vc_slot_pkt_maks,vc_slot_pkt_mean,vc_slot_pkt_min,vc_slot_pkt_skew,vc_slot_pkt_std,vc_slot_pkt_var,vc_slot_rasio_aktif,vc_slot_reg_intercept,vc_slot_reg_slope,vc_slot_t_ke_pertama,vc_slot_t_stlh_terakhir,vc_slot_tp_burst,vc_slot_tp_rata,vc_slot_vol_cvar,vc_slot_vol_kurt,vc_slot_vol_maks,vc_slot_vol_mean,vc_slot_vol_min,vc_slot_vol_skew,vc_slot_vol_std,vc_slot_vol_var,vc_trend_durasi_burst,vc_trend_n_byte,vc_trend_n_paket,vc_trend_n_slot_aktif,vc_trend_pkt_cvar,vc_trend_pkt_kurt,vc_trend_pkt_maks,vc_trend_pkt_mean,vc_trend_pkt_min,vc_trend_pkt_skew,vc_trend_pkt_std,vc_trend_pkt_var,vc_trend_rasio_aktif,vc_trend_reg_intercept,vc_trend_reg_slope,vc_trend_t_ke_pertama,vc_trend_t_stlh_terakhir,vc_trend_tp_burst,vc_trend_tp_rata,vc_trend_vol_cvar,vc_trend_vol_kurt,vc_trend_vol_maks,vc_trend_vol_mean,vc_trend_vol_min,vc_trend_vol_skew,vc_trend_vol_std,vc_trend_vol_var,label
CONT_s11_l2a_RedBullPlayStreets,20,,,14.924569,,,,,,,,,,,,,,20,213.579,38551086.0,35362.0,1827.0,7.433742,379.864756,3149.0,17.05837,0.0,18.550565,126.807514,16080.145723,0.881331,-898662.963558,122935.302248,0.077,0.181,1.444003,1.442261,8.466419,381.529843,3920164.0,18596.761216,0.0,18.590437,157447.978584,24789865960.32472,9.679,18628507.0,15091.0,22.0,3.519974,15.580536,3149.0,157.197917,0.0,3.983864,553.332652,306177.023575,0.229167,6495880.247813,1413871.987378,0.14,0.181,15.397051,14.902806,3.535938,15.726335,3920164.0,194046.947917,0.0,3.999605,686137.947097,470785282446.66046,29.963,19711466.0,16260.0,196.0,5.799342,56.431852,3149.0,56.068966,0.0,7.327978,325.163098,105731.04021,0.675862,-5109272.015572,684988.727169,0.03,0.181,5.262882,5.22608,5.933563,56.851284,3920164.0,67970.572414,0.0,7.352714,403307.680892,162657085466.38388,Good
CONT_s11_l2a_RedBullPlayStreets,21,,,3.299824,,,,,,,,,,,,,,21,222.12,42680984.0,38693.0,1839.0,7.476067,315.516499,3149.0,17.839096,0.0,16.86074,133.366285,17786.565888,0.847856,-2096008.906719,139417.040443,0.077,1.64,1.537223,1.525431,8.417862,316.596124,3920164.0,19677.724297,0.0,16.88978,165644.36721,27438056388.36952,8.021,4129898.0,3331.0,12.0,6.752242,42.975321,1643.0,34.697917,0.0,6.704163,234.288716,54891.202522,0.125,-745117.119128,532530.115016,0.339,1.64,4.119085,3.303918,6.773441,42.975377,2042665.0,43019.770833,0.0,6.704216,291391.868716,84909221153.63115,28.523,23309404.0,19020.0,125.0,5.347321,43.049862,3149.0,65.586207,0.0,6.387577,350.710482,122997.842024,0.431034,-3231813.998799,993873.821604,0.011,1.64,6.537715,6.179997,5.413366,43.312343,3920164.0,80377.255172,0.0,6.404797,435111.480674,189322000614.2944,Excellent
CONT_s11_l2a_RedBullPlayStreets,22,,,5.046048,,,,,,,,,,,,,,22,233.058,49023442.0,43800.0,1848.0,7.447521,244.916714,3149.0,19.337748,0.0,14.866578,144.018284,20741.266176,0.815894,-3354327.084128,155984.507839,0.077,0.702,1.682789,1.677183,8.266277,245.572381,3920164.0,21643.903753,0.0,14.886975,178914.509633,32010401757.076412,8.958,6342458.0,5107.0,9.0,5.550238,27.338558,1797.0,53.197917,0.0,5.408034,295.261084,87179.107785,0.09375,226183.831813,546727.533736,0.34,0.702,5.664173,5.073966,5.553328,27.331999,2232051.0,66067.270833,0.0,5.407512,366893.193436,134610615389.52585,29.158,29100863.0,23529.0,43.0,4.760985,29.962894,3149.0,81.697917,0.0,5.353688,388.962529,151291.849194,0.149306,10412606.066434,634851.06948,0.14,0.702,7.984323,7.76023,4.776353,30.115534,3920164.0,101044.663194,0.0,5.365138,482624.938193,232926830965.4507,Excellent
CONT_s11_l2a_RedBullPlayStreets,23,,,8.290811,,,,,,,,,,,,,,23,243.59,59383143.0,52139.0,1873.0,7.312437,193.503043,3149.0,22.083439,0.0,13.2494,161.483762,26077.005323,0.793308,-4941470.992488,175984.206188,0.077,0.17,1.950265,1.94829,7.978833,193.83365,3920164.0,25151.691233,0.0,13.26077,200681.145726,40272922250.04828,9.385,10359701.0,8339.0,25.0,4.445101,29.139049,2769.0,86.864583,0.0,5.281791,386.121841,149090.076206,0.260417,-1105705.081052,1341968.341302,0.445,0.17,8.830859,8.287761,4.447916,29.112491,3441428.0,107913.552083,0.0,5.278618,479990.37946,230390764374.08157,29.491,20832057.0,16777.0,46.0,5.342161,35.846313,2769.0,58.253472,0.0,5.878729,311.199447,96845.095807,0.159722,-2400638.131094,717164.273133,0.339,0.17,5.651095,5.555215,5.348074,35.823616,3441428.0,72333.53125,0.0,5.876593,386845.092886,149649125890.3057,Excellent
CONT_s11_l2a_RedBullPlayStreets,24,,,7.846748,,,,,,,,,,,,,,24,253.409,69215474.0,60052.0,1932.0,6.940008,163.298495,3149.0,24.441188,0.0,12.157451,169.622048,28771.63915,0.786325,-6784990.709718,198305.833494,0.077,0.351,2.185099,2.181415,7.486719,163.402316,3920164.0,28170.726089,0.0,12.162158,210906.320041,44481475833.329254,9.61,9832331.0,7913.0,59.0,3.689364,22.876497,1785.0,82.427083,0.0,4.866397,304.10354,92478.963048,0.614583,109199.766787,878194.527527,0.039,0.351,8.185083,7.865865,3.701224,22.93057,2228532.0,102420.114583,0.0,4.870356,379079.818715,143701508956.88147,29.309,26534490.0,21359.0,93.0,4.452565,29.483036,2769.0,74.163194,0.0,5.337169,330.21645,109042.903588,0.322917,-1648135.044282,912007.391182,0.34,0.351,7.242687,7.075864,4.458414,29.449926,3441428.0,92133.645833,0.0,5.334691,410769.92643,168731932459.67203,Excellent
CONT_s11_l2a_RedBullPlayStreets,25,,,3.148304,,,,,,,,,,,,,,25,263.661,73175430.0,63418.0,1982.0,6.872014,158.749515,3149.0,24.850313,0.0,12.004644,170.771697,29162.972489,0.776646,-8699654.161279,220610.874945,0.077,0.099,2.220288,2.218807,7.40664,158.807315,3920164.0,28673.757837,0.0,12.007914,212376.202672,45103651461.17067,9.834,3959956.0,3366.0,50.0,5.614991,84.683384,1926.0,35.431579,0.0,9.183805,198.948013,39580.311758,0.526316,239479.77279,469467.509905,0.067,0.099,3.221441,3.167965,5.957188,84.563866,2400602.0,41683.747368,0.0,9.175302,248317.933337,61661796016.786545,29.456,24151988.0,19618.0,134.0,4.480328,37.990507,2769.0,68.355401,0.0,6.001549,306.254635,93791.901221,0.466899,1436248.738531,864508.020983,0.445,0.099,6.559475,6.44053,4.531623,37.904277,3441428.0,84153.268293,0.0,5.996008,381350.895042,145428505149.0221,Excellent
CONT_s11_l2a_RedBullPlayStreets,26,,,1.100804,,,,,,,,,,,,,,26,281.89,75683274.0,65870.0,2156.0,6.83888,169.890401,3149.0,24.16361,0.0,12.414542,165.252036,27308.23524,0.790902,-11342184.368952,249879.243499,0.077,0.076,2.147881,2.146716,7.402343,169.955427,3920164.0,27763.490095,0.0,12.418183,205514.876668,42236364531.838974,18.124,2507844.0,2452.0,174.0,0.197829,0.236952,23.0,14.091954,7.0,0.21805,2.787802,7.771842,1.0,14316.89786,137590.28675,0.006,0.076,1.106972,1.101986,0.207708,0.122685,22568.0,14412.896552,6069.0,-0.213617,2993.677656,8962105.908312,38.091,16300131.0,13731.0,283.0,4.984166,77.120161,1926.0,37.619178,0.0,8.705042,187.500242,35156.34084,0.775342,4249682.008556,384764.265372,0.039,0.076,3.423408,3.413104,5.239642,77.148406,2400602.0,44657.893151,0.0,8.704467,233991.36291,54751957916.31548,Critical
CONT_s11_l2a_RedBullPlayStreets,27,,,1.083007,,,,,,,,,,,,,,27,291.958,77046346.0,67232.0,2252.0,6.817787,176.028699,3149.0,23.824238,0.0,12.634549,162.428572,26383.041057,0.798016,-12375021.424869,260736.757759,0.077,0.008,2.111162,2.110548,7.398891,176.101272,3920164.0,27302.036145,0.0,12.638591,202004.791619,40805935837.06494,9.963,1363072.0,1362.0,96.0,0.353432,15.629519,46.0,14.1875,5.0,2.605985,5.014322,25.143421,1.0,14650.760458,138393.705714,0.029,0.008,1.094507,1.090458,0.353118,11.57881,43933.0,14198.666667,3449.0,1.726758,5013.809712,25138287.824561,38.131,7830872.0,7180.0,320.0,5.164058,338.698909,1926.0,19.671233,0.0,18.208327,101.583379,10319.182824,0.876712,1878879.62689,165790.973386,0.067,0.008,1.642941,1.639716,5.910312,338.444119,2400602.0,21454.443836,0.0,18.200466,126802.4477,16078860742.692574,Excellent
CONT_s11_l2a_RedBullPlayStreets,28,,,0.689402,,,,,,,,,,,,,,28,301.939,77906386.0,68217.0,2347.0,6.832271,182.109472,3149.0,23.386013,0.0,12.849131,159.779578,25529.513494,0.804594,-13142897.211462,268538.786545,0.077,0.027,2.064162,2.063452,7.440328,182.183279,3920164.0,26707.708605,0.0,12.853252,198714.113226,39487298795.22092,9.876,860040.0,985.0,95.0,0.292081,-0.34274,18.0,10.368421,3.0,-0.207391,3.028421,9.171333,1.0,12500.914833,85898.244837,0.097,0.027,0.696671,0.688032,0.3245,0.20245,16499.0,9053.052632,1617.0,-0.076276,2937.714329,8630165.475924,38.173,4730956.0,4799.0,365.0,0.298003,12.994762,46.0,13.147945,3.0,1.537134,3.918122,15.351678,1.0,120100.433658,128285.582747,0.006,0.027,0.991477,0.990621,0.33136,6.466878,43933.0,12961.523288,1617.0,0.713292,4294.933557,18446454.255638,Good
CONT_s11_l2a_TearsOfSteel,1,,,0.458261,,,,,,,,,,,,,,1,21.911,1565577.0,1661.0,167.0,0.719758,-0.594237,24.0,7.725581,0.0,0.083655,5.560546,30.91967,0.776744,74110.402833,72668.402214,0.091,0.057,0.571613,0.567778,0.785445,-0.544524,23096.0,7281.753488,0.0,0.343282,5719.417387,32711735.242686,9.937,575496.0,668.0,62.0,0.902481,-0.772928,24.0,6.816327,0.0,0.316545,6.151602,37.842205,0.632653,65828.403054,50870.603594,0.006,0.057,0.463316,0.460397,0.980454,-0.079046,23096.0,5872.408163,0.0,0.674096,5757.62478,33150243.110036,21.911,1565577.0,1661.0,167.0,0.719758,-0.594237,24.0,7.725581,0.0,0.083655,5.560546,30.91967,0.776744,74110.402833,72668.402214,0.091,0.057,0.571613,0.567778,0.785445,-0.544524,23096.0,7281.753488,0.0,0.343282,5719.417387,32711735.242686,Degraded
CONT_s11_l2a_TearsOfSteel,2,,,0.625002,,,,,,,,,,,,,,2,31.946,2349589.0,2524.0,246.0,0.702793,-0.676189,24.0,8.063898,0.0,0.012187,5.667248,32.117699,0.785942,121838.69308,66566.821288,0.091,0.022,0.58839,0.586316,0.777851,-0.673484,23096.0,7506.674121,0.0,0.285204,5839.076981,34094819.989617,9.932,784012.0,863.0,79.0,0.664884,-0.754234,24.0,8.806122,0.0,-0.160048,5.85505,34.281612,0.806122,-97636.114455,82155.759485,0.046,0.022,0.631504,0.62721,0.761766,-0.88759,22815.0,8000.122449,0.0,0.153637,6094.220394,37139522.211656,31.946,2349589.0,2524.0,246.0,0.702793,-0.676189,24.0,8.063898,0.0,0.012187,5.667248,32.117699,0.785942,121838.69308,66566.821288,0.091,0.022,0.58839,0.586316,0.777851,-0.673484,23096.0,7506.674121,0.0,0.285204,5839.076981,34094819.989617,Degraded
CONT_s11_l2a_TearsOfSteel,3,,,0.865866,,,,,,,,,,,,,,3,41.882,3425032.0,3632.0,341.0,0.626951,-0.608665,24.0,8.858537,0.0,-0.181175,5.553869,30.845465,0.831707,16182.585148,75112.836512,0.091,0.086,0.654225,0.651472,0.694281,-0.792472,23096.0,8353.736585,0.0,0.067254,5799.840416,33638148.849758,9.834,1075443.0,1108.0,95.0,0.374811,0.740002,23.0,11.42268,0.0,-0.599836,4.281343,18.329897,0.979381,10362.0318,108249.419472,0.08,0.086,0.874877,0.860354,0.428938,-0.063218,19692.0,11087.041237,0.0,-0.475916,4755.648326,22616190.998282,29.908,2434951.0,2639.0,236.0,0.643074,-0.711889,24.0,9.006826,0.0,-0.238668,5.792055,33.547898,0.805461,-151143.310812,79154.018244,0.006,0.086,0.651318,0.64932,0.715675,-0.864664,23096.0,8310.412969,0.0,0.044846,5947.554321,35373402.40079,Good
CONT_s11_l2a_TearsOfSteel,4,,,0.776803,,,,,,,,,,,,,,4,51.001,4399974.0,4629.0,428.0,0.605155,-0.593277,24.0,9.112205,0.0,-0.247588,5.5143,30.407504,0.84252,-104699.405552,82909.684902,0.091,0.967,0.690178,0.676152,0.66729,-0.818257,23096.0,8661.366142,0.0,-0.016361,5779.64246,33404266.962323,9.017,974942.0,997.0,87.0,0.515129,-0.334953,20.0,10.173469,0.0,-0.528433,5.240653,27.464444,0.887755,21052.488698,104503.924749,0.016,0.967,0.864981,0.779954,0.55685,-0.652259,19524.0,9948.387755,0.0,-0.362871,5539.762658,30688970.301704,28.987,2834397.0,2968.0,261.0,0.519398,-0.260536,24.0,10.129693,0.0,-0.494205,5.261345,27.681752,0.890785,-207866.346598,103900.881087,0.046,0.967,0.782253,0.755839,0.581067,-0.703475,22815.0,9673.709898,0.0,-0.272318,5621.070238,31596430.624456,Good
CONT_s11_l2a_TearsOfSteel,5,,,0.488072,,,,,,,,,,,,,,5,61.963,5012788.0,5269.0,483.0,0.668714,-0.732235,26.0,8.694719,0.0,-0.131044,5.814278,33.805823,0.79703,-101961.652486,82837.820933,0.091,0.005,0.647198,0.646196,0.723185,-0.826533,26032.0,8271.927393,0.0,0.063473,5982.132607,35785910.526951,9.835,612814.0,640.0,55.0,1.041613,-0.710284,26.0,6.530612,0.0,0.534789,6.802371,46.272249,0.561224,-55099.484571,56126.860528,0.16,0.005,0.498476,0.490251,1.057053,-0.467604,26032.0,6253.204082,0.0,0.590956,6609.969085,43691691.298128,29.915,2663199.0,2745.0,237.0,0.630063,-0.68451,26.0,9.368601,0.0,-0.298185,5.902806,34.84312,0.808874,183382.517041,86740.146043,0.08,0.005,0.712204,0.710186,0.663921,-0.796411,26032.0,9089.416382,0.0,-0.174055,6034.65643,36417078.223292,Good
CONT_s11_l2a_TearsOfSteel,6,,,0.694366,,,,,,,,,,,,,,6,71.105,5877312.0,6218.0,556.0,0.674181,-0.695489,26.0,8.84495,0.0,-0.113935,5.963099,35.558546,0.790896,-125403.489262,83876.870796,0.091,0.863,0.661254,0.6525,0.718024,-0.830987,26032.0,8360.330014,0.0,0.0165,6002.918963,36035036.07897,9.039,864524.0,949.0,73.0,0.692806,-0.710155,25.0,9.783505,0.0,-0.156541,6.778069,45.942225,0.752577,52862.588479,97971.741305,0.098,0.863,0.76515,0.691619,0.68821,-0.756985,24050.0,8912.618557,0.0,-0.270813,6133.749158,37622878.738402,29.121,2452280.0,2586.0,215.0,0.736738,-0.857372,26.0,8.825939,0.0,-0.050891,6.502403,42.281243,0.733788,91371.483446,79754.544566,0.016,0.863,0.67368,0.653941,0.751072,-0.897252,26032.0,8369.556314,0.0,-0.040098,6286.141989,39515581.103838,Good
CONT_s11_l2a_TearsOfSteel,7,,,0.941351,,,,,,,,,,,,,,7,81.894,7049936.0,7387.0,651.0,0.634674,-0.631582,26.0,9.23375,0.0,-0.215475,5.860422,34.344542,0.81375,-153143.933712,84930.719757,0.091,0.074,0.688689,0.687304,0.676758,-0.817381,26032.0,8812.42,0.0,-0.08359,5963.874593,35567800.163805,9.659,1172624.0,1169.0,95.0,0.339042,0.893041,22.0,12.051546,0.0,-0.651559,4.08598,16.695232,0.979381,-10151.46257,119552.440021,0.267,0.074,0.971218,0.938099,0.371577,0.326695,20939.0,12088.907216,0.0,-0.547631,4491.964302,20177743.293385,29.766,2649962.0,2758.0,223.0,0.679998,-0.767481,26.0,9.445205,0.0,-0.202667,6.422716,41.251283,0.763699,-228622.460962,91699.051329,0.16,0.074,0.712212,0.706657,0.691222,-0.821761,26032.0,9075.212329,0.0,-0.19405,6272.985868,39350351.700466,Good
CONT_s11_l2a_TearsOfSteel,8,,,0.956116,,,,,,,,,,,,,,8,91.87,8242128.0,8601.0,748.0,0.595313,-0.446678,26.0,9.588629,0.0,-0.310665,5.708234,32.583933,0.833891,-231891.004328,87645.324891,0.091,0.098,0.717721,0.716247,0.631914,-0.713654,26032.0,9188.548495,0.0,-0.206747,5806.372664,33713963.515782,9.873,1192192.0,1214.0,97.0,0.233837,3.962487,25.0,12.515464,4.0,1.038162,2.926579,8.564863,1.0,10969.238884,120172.622072,0.029,0.098,0.966022,0.953754,0.226266,0.947158,20406.0,12290.639175,4468.0,0.107458,2780.949149,7733678.170533,29.804,3229340.0,3332.0,265.0,0.436675,1.017679,25.0,11.450172,0.0,-0.642724,5.000009,25.000095,0.910653,-44396.673332,106377.55853,0.098,0.098,0.866821,0.861157,0.442333,0.64064,24050.0,11097.388316,0.0,-0.773714,4908.74305,24095758.328001,Good
CONT_s11_l2a_TearsOfSteel,9,,,1.600717,,,,,,,,,,,,,,9,101.966,10261865.0,10449.0,844.0,2.118529,868.178453,689.0,10.501508,0.0,28.539254,22.247753,494.962523,0.848241,-432794.534479,93830.641419,0.091,0.002,0.805121,0.804387,2.690086,907.595161,865848.0,10313.432161,0.0,29.508329,27744.019684,769730628.219488,9.993,2019737.0,1848.0,96.0,3.632814,92.38446,689.0,18.857143,0.0,9.69855,68.504496,4692.865979,0.979592,65290.264298,223749.667864,0.005,0.002,1.616921,1.61579,4.190142,92.589604,865848.0,20609.561224,0.0,9.714577,86356.996712,7457530881.156006,29.731,4384553.0,4231.0,288.0,2.745288,282.075545,689.0,14.489726,0.0,16.781214,39.778466,1582.326355,0.986301,-258565.384439,149212.373127,0.267,0.002,1.179793,1.169214,3.337137,283.620756,865848.0,15015.592466,0.0,16.849961,50109.082684,2510920167.472519,Good
CONT_s11_l2a_TearsOfSteel,10,,,0.564587,,,,,,,,,,,,,,10,111.247,10960633.0,11171.0,909.0,2.08526,934.853126,689.0,10.23923,0.0,29.474965,21.351462,455.884918,0.833181,-598850.500134,98527.379153,0.091,0.721,0.788202,0.78249,2.646249,983.053222,865848.0,10046.409716,0.0,30.610723,26585.301501,706778255.900787,9.178,698768.0,722.0,65.0,0.878173,-1.206522,25.0,7.520833,0.0,0.154906,6.60459,43.620614,0.677083,96407.624118,69407.498241,0.101,0.721,0.609081,0.559014,0.942368,-1.115998,24563.0,7278.833333,0.0,0.335531,6859.338631,47050526.45614,29.25,3910697.0,3784.0,258.0,3.084191,276.305882,689.0,13.003436,0.0,16.537311,40.105077,1608.41723,0.886598,-42772.701731,150597.5548,0.029,0.721,1.069592,1.042853,3.752253,279.538398,865848.0,13438.821306,0.0,16.682444,50425.858217,2542767176.878301,Degraded
CONT_s11_l2a_TearsOfSteel,11,,,0.849715,,,,,,,,,,,,,,11,121.875,12024000.0,12246.0,999.0,1.989736,1007.925785,689.0,10.308081,0.0,30.523209,20.510364,420.675015,0.840909,-678823.867477,100587.3752,0.091,0.093,0.789268,0.788078,2.52159,1062.688582,865848.0,10121.212121,0.0,31.762586,25521.547073,651349365.008042,9.391,1063367.0,1075.0,90.0,0.447704,0.000284,20.0,11.082474,0.0,-0.644533,4.961666,24.618127,0.927835,-35198.20221,111302.074405,0.516,0.093,0.905861,0.850694,0.482746,-0.30088,19977.0,10962.546392,0.0,-0.606313,5292.124599,28006582.771263,29.902,3781872.0,3645.0,251.0,3.208009,274.935527,689.0,12.525773,0.0,16.476036,40.182796,1614.657092,0.862543,693854.286767,106591.592065,0.005,0.093,1.011804,1.008499,3.886263,278.325265,865848.0,12996.123711,0.0,16.628411,50506.352291,2550891621.715677,Degraded
CONT_s11_l2a_TearsOfSteel,12,,,0.417261,,,,,,,,,,,,,,12,136.221,12772106.0,13011.0,1109.0,1.989986,1105.179744,689.0,9.804823,0.0,31.80999,19.511463,380.697171,0.83572,-693329.778643,100961.87775,0.091,0.076,0.750081,0.749163,2.518452,1171.989513,865848.0,9624.797287,0.0,33.244534,24239.585778,587557518.689646,14.242,748106.0,765.0,110.0,0.787275,0.21694,20.0,5.503597,0.0,0.622464,4.332844,18.773538,0.791367,27501.229567,50569.333524,0.011,0.076,0.420225,0.417674,0.888364,0.13746,19540.0,5382.057554,0.0,0.820046,4781.228848,22860149.301011,34.152,2510241.0,2562.0,265.0,0.742997,-0.935585,25.0,7.716867,0.0,0.161715,5.733609,32.874277,0.798193,82896.445416,76042.152211,0.101,0.076,0.588016,0.584984,0.799754,-1.012519,24563.0,7560.966867,0.0,0.26528,6046.911014,36565132.811588,Critical
CONT_s11_l2a_TearsOfSteel,13,,,0.411458,,,,,,,,,,,,,,13,146.246,13287783.0,13585.0,1190.0,1.979875,1174.643327,689.0,9.540028,0.0,32.71371,18.888059,356.758762,0.835674,-626362.61896,99541.612774,0.091,0.051,0.726873,0.726168,2.512959,1248.79921,865848.0,9331.308287,0.0,34.253205,23449.195805,549864783.921056,9.716,515677.0,574.0,81.0,0.667397,0.767405,18.0,5.917526,0.0,0.549135,3.949341,15.597294,0.835052,3521.808625,51738.616122,0.233,0.051,0.4246,0.412542,0.786493,1.557945,17810.0,5316.257732,0.0,1.164273,4181.200905,17482441.005799,33.762,2327150.0,2414.0,281.0,0.696849,-0.549287,20.0,7.249249,0.0,0.346245,5.051635,25.519013,0.843844,267142.131793,63755.72846,0.516,0.051,0.551425,0.542317,0.772801,-0.706588,19977.0,6988.438438,0.0,0.485665,5400.673159,29167270.572253,Degraded
CONT_s11_l2a_TearsOfSteel,14,,,0.409926,,,,,,,,,,,,,,14,156.286,13802113.0,14184.0,1280.0,1.963269,1247.419784,689.0,9.325444,0.0,33.661416,18.308358,335.19599,0.841552,-522717.308807,97484.005587,0.091,0.011,0.706505,0.706045,2.50393,1327.929065,865848.0,9074.367521,0.0,35.279991,22721.584789,516270415.318129,9.937,514330.0,599.0,90.0,0.468061,0.530389,14.0,6.175258,0.0,-0.149686,2.890395,8.354381,0.927835,2704.534204,51264.731174,0.052,0.011,0.414073,0.411464,0.544196,0.861513,13395.0,5302.371134,0.0,0.483529,2885.526986,8326265.985825,34.307,1778113.0,1938.0,281.0,0.661272,0.581443,20.0,5.81982,0.0,0.45958,3.848482,14.810811,0.843844,24247.49171,51006.803545,0.011,0.011,0.414636,0.41437,0.771395,1.026412,19540.0,5339.678679,0.0,0.939093,4119.003247,16966187.748851,Degraded
CONT_s11_l2a_TearsOfSteel,15,,,0.422172,,,,,,,,,,,,,,15,172.27,14645472.0,15112.0,1423.0,1.938578,1362.616981,689.0,9.02209,0.0,35.107936,17.490024,305.900945,0.849552,-317293.160011,93725.377915,0.091,0.061,0.680117,0.679518,2.480635,1454.591988,865848.0,8743.565373,0.0,36.87162,21689.596661,470438603.327116,15.881,843359.0,928.0,143.0,0.436364,0.923691,15.0,6.025974,0.0,-0.348553,2.629516,6.914354,0.928571,-7491.361914,53382.053149,0.092,0.061,0.424839,0.420785,0.460454,1.402234,15001.0,5476.357143,0.0,0.039346,2521.607954,6358506.675537,35.74,1873366.0,2101.0,314.0,0.515456,1.238053,18.0,6.037356,0.0,0.160528,3.11199,9.684479,0.902299,370.337743,51668.006158,0.233,0.061,0.419332,0.415911,0.585981,2.326112,17810.0,5383.235632,0.0,0.834309,3154.472721,9950698.146047,Critical
CONT_s11_l2a_TearsOfSteel,16,,,0.429805,,,,,,,,,,,,,,16,184.12,15282124.0,15793.0,1523.0,1.921819,1442.74396,689.0,8.827837,0.0,36.045332,16.965503,287.828285,0.851314,-152192.231083,90938.142137,0.091,0.084,0.664007,0.663377,2.461318,1543.879744,865848.0,8542.27166,0.0,37.924675,21025.251002,442061179.705802,11.746,636652.0,681.0,100.0,0.623365,0.096631,16.0,5.973684,0.0,0.386404,3.723783,13.866558,0.877193,4159.461376,53609.813009,0.043,0.084,0.433613,0.428975,0.719821,0.722554,17811.0,5584.666667,0.0,0.8724,4019.962402,16160097.710914,37.771,1994341.0,2208.0,333.0,0.507381,0.662439,16.0,6.049315,0.0,0.076745,3.069306,9.420638,0.912329,-11424.20043,52794.640362,0.052,0.084,0.422407,0.420891,0.575763,1.613319,17811.0,5463.947945,0.0,0.697278,3145.938215,9896927.252777,Critical
CONT_s11_l2a_TearsOfSteel,17,,,0.428224,,,,,,,,,,,,,,17,194.102,15816718.0,16363.0,1599.0,1.908532,1507.097872,689.0,8.680637,0.0,36.759547,16.567269,274.474386,0.848276,-10549.294231,88684.327034,0.091,0.102,0.651893,0.651245,2.445695,1615.725343,865848.0,8390.83183,0.0,38.729492,20521.416682,421128542.633593,9.878,534594.0,570.0,76.0,0.714889,-0.389312,17.0,5.9375,0.0,0.178898,4.244656,18.017105,0.791667,1690.937353,53680.081382,0.02,0.102,0.432957,0.427675,0.863215,-0.325594,17941.0,5568.6875,0.0,0.663013,4806.973196,23106991.311842,37.713,2014605.0,2179.0,319.0,0.577407,0.374979,17.0,5.986264,0.0,0.1595,3.456511,11.947469,0.876374,-8741.879599,53565.665247,0.092,0.102,0.427355,0.425168,0.670235,0.974776,17941.0,5534.629121,0.0,0.743648,3709.501778,13760403.440582,Degraded
CONT_s11_l2a_TearsOfSteel,18,,,14.792879,,,,,,,,,,,,,,18,204.102,34418121.0,31501.0,1674.0,8.976759,400.213757,3151.0,15.901565,0.0,19.77649,142.744509,20375.994851,0.845028,-13367.545251,88677.772056,0.091,0.102,1.349056,1.347781,10.205573,401.370773,3923466.0,17374.114589,0.0,19.808407,177312.794294,31439827020.520702,9.894,18601403.0,15138.0,75.0,4.000203,15.233012,3151.0,157.6875,0.0,4.098416,630.781976,397885.901316,0.78125,-2556879.001374,873348.950062,0.004,0.102,15.040552,14.881122,4.043585,15.287112,3923466.0,193764.614583,0.0,4.105076,783503.780938,613878174743.5657,31.728,19772649.0,16389.0,251.0,6.703804,59.214198,3151.0,53.558824,0.0,7.740783,359.047873,128915.375217,0.820261,-891618.180918,139653.641498,0.043,0.102,4.985539,4.962859,6.90148,59.389623,3923466.0,64616.5,0.0,7.752256,445949.473874,198870933248.78198,Degraded
