run_id,window_index,n_samples,rtt_samples,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,total_bytes,total_packets,active_flows,label
CONT_s10_bola_BigBuckBunny,1,99,0,1.017914,0.294206,0.125088,1.78364,22.386429,44.76013,0.0,0,0.0,0.0,0.0,1289171,1315,4,Good
CONT_s10_bola_BigBuckBunny,2,99,0,1.071165,0.334885,0.0,1.983953,19.494281,39.238949,0.0,0,0.0,0.0,0.0,1357297,1371,5,Good
CONT_s10_bola_BigBuckBunny,3,98,0,1.087269,0.197561,0.475945,1.762724,36.802418,50.764561,0.0,0,0.0,0.0,0.0,1367682,1408,5,Good
CONT_s10_bola_BigBuckBunny,4,98,0,1.070367,0.216589,0.0,1.521871,32.466324,46.498366,0.0,0,0.0,0.0,0.0,1348281,1327,5,Good
CONT_s10_bola_BigBuckBunny,5,98,0,0.521706,0.559429,0.0,1.664403,15.179116,78.230611,0.0,0,0.0,0.0,0.0,657905,679,3,Good
CONT_s10_bola_BigBuckBunny,6,99,0,0.78009,0.404355,0.0,1.664248,15.939851,25.187157,0.0,0,0.0,0.0,0.0,993923,1117,4,Excellent
CONT_s10_bola_BigBuckBunny,7,97,0,0.857493,0.27858,0.0,1.860485,29.442578,49.289186,0.0,0,0.0,0.0,0.0,1073681,1168,5,Good
CONT_s10_bola_BigBuckBunny,8,98,0,0.855152,0.269771,0.0,1.520619,36.825071,60.011104,0.0,0,0.0,0.0,0.0,1084585,1160,5,Good
CONT_s10_bola_BigBuckBunny,9,98,0,0.4518,0.471957,0.0,1.667054,15.185902,58.501398,0.0,0,0.0,0.0,0.0,572376,647,3,Degraded
CONT_s10_bola_BigBuckBunny,10,97,0,0.379791,0.506888,0.0,2.592294,27.17255,111.836943,0.0,0,0.0,0.0,0.0,476488,541,3,Degraded
CONT_s10_bola_BigBuckBunny,11,98,0,0.510331,0.24043,0.0,1.31001,17.179448,38.501291,0.0,0,0.0,0.0,0.0,646980,793,3,Good
CONT_s10_bola_BigBuckBunny,12,98,0,0.581958,0.244421,0.0,1.511025,32.372043,63.097451,0.0,0,0.0,0.0,0.0,738390,836,5,Good
CONT_s10_bola_BigBuckBunny,13,99,0,1.793331,12.023407,0.0,120.694286,59.752229,102.103198,0.0,0,0.0,0.0,0.0,2300331,1956,5,Degraded
CONT_s10_bola_BigBuckBunny,14,97,0,0.38755,0.343247,0.0,1.511205,51.289949,142.517141,0.0,0,0.0,0.0,0.0,487904,528,4,Critical
CONT_s10_bola_BigBuckBunny,15,98,0,0.460781,0.373323,0.0,1.511283,28.234969,42.202517,0.0,0,0.0,0.0,0.0,586280,639,3,Degraded
CONT_s10_bola_BigBuckBunny,16,97,0,0.460983,0.365216,0.0,1.417705,30.713781,43.587579,0.0,0,0.0,0.0,0.0,580258,621,3,Degraded
CONT_s10_bola_BigBuckBunny,17,97,0,0.304785,0.296671,0.0,1.426667,19.242541,66.673605,0.0,0,0.0,0.0,0.0,383900,480,3,Degraded
CONT_s10_bola_BigBuckBunny,18,98,0,0.344786,0.300584,0.0,1.308748,23.496659,135.502535,0.0,0,0.0,0.0,0.0,438673,554,3,Degraded
CONT_s10_bola_BigBuckBunny,19,97,0,0.199839,0.183082,0.0,1.046551,36.175923,76.3325,0.0,0,0.0,0.0,0.0,251610,350,3,Degraded
CONT_s10_bola_BigBuckBunny,20,97,0,0.192584,0.289504,0.0,1.156798,43.106922,110.24881,0.0,0,0.0,0.0,0.0,242403,296,4,Critical
CONT_s10_bola_BigBuckBunny,21,97,0,0.198839,0.266955,0.0,1.144361,61.35804,145.627169,0.0,0,0.0,0.0,0.0,250870,307,4,Critical
CONT_s10_bola_BigBuckBunny,22,97,0,0.133922,0.24042,0.0,1.184909,51.344777,202.136146,0.0,0,0.0,0.0,0.0,168937,210,3,Critical
CONT_s10_bola_BigBuckBunny,23,97,0,0.102923,0.191717,0.0,1.306077,62.929501,186.142411,0.0,0,0.0,0.0,0.0,130058,175,3,Critical
CONT_s10_bola_BigBuckBunny,24,98,0,0.137341,0.175237,0.0,1.300211,46.483419,157.43272,0.0,0,0.0,0.0,0.0,175062,230,3,Critical
CONT_s10_bola_BigBuckBunny,25,97,0,0.13603,0.273392,0.0,1.134692,35.747882,128.779151,0.0,0,0.0,0.0,0.0,171913,199,3,Critical
CONT_s10_bola_BigBuckBunny,26,96,0,0.150969,0.304029,0.0,1.149846,33.967494,145.111879,0.0,0,0.0,0.0,0.0,188820,207,3,Critical
CONT_s10_bola_BigBuckBunny,27,97,0,0.138806,0.193972,0.0,0.579808,129.353203,567.325722,0.0,0,0.0,0.0,0.0,175892,182,4,Critical
CONT_s10_bola_BigBuckBunny,28,97,0,0.109747,0.20852,0.0,1.022742,77.946828,265.969828,0.0,0,0.0,0.0,0.0,138911,167,4,Critical
CONT_s10_bola_BigBuckBunny,29,97,0,0.002381,0.009801,0.0,0.056989,29.71637,449.986956,0.0,0,0.0,0.0,0.0,3013,21,2,Critical
CONT_s10_bola_ElephantsDream,1,98,0,1.018814,0.316276,0.119376,1.886406,22.373546,50.311639,0.0,0,0.0,0.0,0.0,1280379,1306,5,Good
CONT_s10_bola_ElephantsDream,2,99,0,1.070711,0.272793,0.0,1.665483,19.883009,39.148485,0.0,0,0.0,0.0,0.0,1359651,1372,5,Good
CONT_s10_bola_ElephantsDream,3,98,0,1.08299,0.301616,0.23751,1.899495,39.254777,52.265562,0.0,0,0.0,0.0,0.0,1364646,1357,6,Good
CONT_s10_bola_ElephantsDream,4,98,0,1.080567,0.278818,0.236819,1.533282,37.141369,55.161349,0.0,0,0.0,0.0,0.0,1364244,1350,6,Good
CONT_s10_bola_ElephantsDream,5,98,0,0.38965,0.545136,0.0,2.015519,12.728798,69.035115,0.0,0,0.0,0.0,0.0,491880,522,2,Degraded
CONT_s10_bola_ElephantsDream,6,98,0,0.358536,0.494935,0.0,1.663534,14.94229,96.261235,0.0,0,0.0,0.0,0.0,453028,536,4,Degraded
CONT_s10_bola_ElephantsDream,7,97,0,0.857519,0.174342,0.354164,1.419884,35.471939,56.85136,0.0,0,0.0,0.0,0.0,1077486,1164,5,Good
CONT_s10_bola_ElephantsDream,8,98,0,0.844886,0.29494,0.0,1.883622,39.758732,67.041614,0.0,0,0.0,0.0,0.0,1074946,1128,5,Degraded
CONT_s10_bola_ElephantsDream,9,97,0,0.852327,0.333703,0.0,1.48888,20.198052,26.369822,0.0,0,0.0,0.0,0.0,1072745,1095,3,Good
CONT_s10_bola_ElephantsDream,10,97,0,0.649024,0.306825,0.0,1.510751,17.835105,27.54989,0.0,0,0.0,0.0,0.0,817245,926,3,Degraded
CONT_s10_bola_ElephantsDream,11,98,0,0.58112,0.242823,0.0,1.495414,21.97431,29.310697,0.0,0,0.0,0.0,0.0,739694,835,3,Degraded
CONT_s10_bola_ElephantsDream,12,97,0,0.583608,0.218997,0.0,1.402887,33.568686,68.104565,0.0,0,0.0,0.0,0.0,735446,843,5,Degraded
CONT_s10_bola_ElephantsDream,13,97,0,1.873866,13.11282,0.004692,130.340077,59.63488,102.771135,0.0,0,0.0,0.0,0.0,2364029,2046,5,Degraded
CONT_s10_bola_ElephantsDream,14,100,0,0.315578,0.349454,0.0,1.660038,50.398972,108.659686,0.0,0,0.0,0.0,0.0,411141,450,4,Degraded
CONT_s10_bola_ElephantsDream,15,97,0,0.466594,0.370662,0.0,1.505476,29.762357,52.972554,0.0,0,0.0,0.0,0.0,589596,636,3,Degraded
CONT_s10_bola_ElephantsDream,16,97,0,0.461834,0.273711,0.0,1.372131,27.818536,40.58836,0.0,0,0.0,0.0,0.0,584160,664,3,Degraded
CONT_s10_bola_ElephantsDream,17,97,0,0.460296,0.282061,0.0,1.418538,24.906555,39.245194,0.0,0,0.0,0.0,0.0,582406,661,3,Degraded
CONT_s10_bola_ElephantsDream,18,97,0,0.257302,0.334291,0.0,1.539981,28.421449,134.41711,0.0,0,0.0,0.0,0.0,324908,381,3,Degraded
CONT_s10_bola_ElephantsDream,19,97,0,0.201703,0.15518,0.0,0.834769,45.961713,85.438339,0.0,0,0.0,0.0,0.0,254750,317,3,Degraded
CONT_s10_bola_ElephantsDream,20,96,0,0.205713,0.238844,0.0,1.176769,58.780166,101.549259,0.0,0,0.0,0.0,0.0,257141,299,4,Degraded
CONT_s10_bola_ElephantsDream,21,97,0,0.204446,0.224269,0.0,1.135019,63.474915,137.09036,0.0,0,0.0,0.0,0.0,258768,328,4,Degraded
CONT_s10_bola_ElephantsDream,22,97,0,0.223564,0.296456,0.0,1.377701,45.641253,97.636621,0.0,0,0.0,0.0,0.0,283036,340,3,Critical
CONT_s10_bola_ElephantsDream,23,97,0,0.134391,0.288512,0.0,1.130345,34.403897,133.394385,0.0,0,0.0,0.0,0.0,170641,174,2,Critical
CONT_s10_bola_ElephantsDream,24,96,0,0.153308,0.215271,0.0,1.130345,59.522408,157.552639,0.0,0,0.0,0.0,0.0,192307,243,3,Critical
CONT_s10_bola_ElephantsDream,25,97,0,0.146065,0.217255,0.0,1.027598,49.801352,114.346001,0.0,0,0.0,0.0,0.0,185120,234,3,Critical
CONT_s10_bola_ElephantsDream,26,97,0,0.145327,0.285498,0.0,1.131767,37.17239,126.29101,0.0,0,0.0,0.0,0.0,184020,218,4,Critical
CONT_s10_bola_ElephantsDream,27,96,0,0.153819,0.194142,0.0,1.015832,105.052508,318.327134,0.0,0,0.0,0.0,0.0,193256,224,4,Critical
