run_id,window_index,n_samples,rtt_samples,throughput_mean,throughput_std,throughput_min,throughput_max,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,total_bytes,total_packets,active_flows,bytes_kumulatif,pkt_delta_prev,rasio_diam,tp_delta_prev,tp_kumulatif,tp_pendek_max,tp_pendek_mean,tp_pendek_std,tp_rasio_kumulatif,tp_rasio_prev,tp_slot_akhir,label
CONT_s10_bola_BigBuckBunny,1,99,0,1.017914,0.294206,0.125088,1.78364,22.386429,44.321372,0.0,0,0.0,0.0,0.0,1289171,1315,4,2581626,7,0.0,-0.003908,1.019887,1.54954,1.01849,0.242281,0.998065,0.996175,0.728759,Good
CONT_s10_bola_BigBuckBunny,2,99,0,1.071165,0.334885,0.0,1.983953,19.494281,37.660891,0.0,0,0.0,0.0,0.0,1357297,1371,5,3938923,56,0.020202,0.053251,1.037023,1.433196,1.10231,0.184154,1.032923,1.052314,1.320547,Good
CONT_s10_bola_BigBuckBunny,3,98,0,1.087269,0.197561,0.475945,1.762724,36.802418,50.465528,0.0,0,0.0,0.0,0.0,1367682,1408,5,5306605,37,0.0,0.016104,1.049496,1.762724,1.090216,0.246825,1.035992,1.015034,1.521871,Good
CONT_s10_bola_BigBuckBunny,4,98,0,1.070367,0.216589,0.0,1.521871,32.466324,46.184282,0.0,0,0.0,0.0,0.0,1348281,1327,5,6654886,-81,0.010204,-0.016902,1.053666,1.316654,1.038605,0.237977,1.01585,0.984455,0.826251,Good
CONT_s10_bola_BigBuckBunny,5,98,0,0.521706,0.559429,0.0,1.664403,15.179116,56.484492,0.0,0,0.0,0.0,0.0,657905,679,3,7312791,-648,0.489796,-0.548661,0.965152,1.428194,0.689793,0.543347,0.540543,0.487409,0.01092,Good
CONT_s10_bola_BigBuckBunny,6,99,0,0.78009,0.404355,0.0,1.664248,15.939851,24.602464,0.0,0,0.0,0.0,0.0,993923,1117,4,8306714,438,0.141414,0.258384,0.938495,1.572039,0.87311,0.188054,0.831214,1.495267,0.932738,Excellent
CONT_s10_bola_BigBuckBunny,7,97,0,0.857493,0.27858,0.0,1.860485,29.442578,49.109113,0.0,0,0.0,0.0,0.0,1073681,1168,5,9380395,51,0.030928,0.077403,0.928462,1.737696,0.85845,0.265,0.923563,1.099223,1.163594,Good
CONT_s10_bola_BigBuckBunny,8,98,0,0.855152,0.269771,0.0,1.520619,36.825071,56.541962,0.0,0,0.0,0.0,0.0,1084585,1160,5,10464980,-8,0.030612,-0.002341,0.920302,1.417076,0.846536,0.224073,0.929208,0.99727,0.488132,Good
CONT_s10_bola_BigBuckBunny,9,98,0,0.4518,0.471957,0.0,1.667054,15.185902,46.898597,0.0,0,0.0,0.0,0.0,572376,647,3,11037356,-513,0.459184,-0.403352,0.87332,1.310358,0.376731,0.451256,0.517336,0.528327,0.0,Degraded
CONT_s10_bola_BigBuckBunny,10,97,0,0.379791,0.506888,0.0,2.592294,27.17255,103.122654,0.0,0,0.0,0.0,0.0,476488,541,3,11513844,-106,0.505155,-0.072009,0.828772,1.777435,0.33938,0.401822,0.458258,0.840618,0.586641,Degraded
CONT_s10_bola_BigBuckBunny,11,98,0,0.510331,0.24043,0.0,1.31001,17.179448,28.565365,0.0,0,0.0,0.0,0.0,646980,793,3,12160824,252,0.132653,0.13054,0.802151,1.027621,0.590355,0.155034,0.636203,1.343715,0.500193,Good
CONT_s10_bola_BigBuckBunny,12,98,0,0.581958,0.244421,0.0,1.511025,32.372043,63.056606,0.0,0,0.0,0.0,0.0,738390,836,5,12899214,43,0.05102,0.071627,0.78515,0.940309,0.577381,0.195148,0.741206,1.140354,0.721544,Good
CONT_s10_bola_BigBuckBunny,13,99,0,1.793331,12.023407,0.0,120.694286,59.752229,101.211344,0.0,0,0.0,0.0,0.0,2300331,1956,5,15199545,1120,0.010101,1.211373,0.858088,0.821755,0.458929,0.148521,2.089915,3.081547,0.355838,Degraded
CONT_s10_bola_BigBuckBunny,14,97,0,0.38755,0.343247,0.0,1.511205,51.289949,127.649363,0.0,0,0.0,0.0,0.0,487904,528,4,15687449,-1428,0.226804,-1.405781,0.826859,1.403433,0.470541,0.373735,0.468701,0.216106,0.456198,Critical
CONT_s10_bola_BigBuckBunny,15,98,0,0.460781,0.373323,0.0,1.511283,28.234969,41.915138,0.0,0,0.0,0.0,0.0,586280,639,3,16273729,111,0.183673,0.073231,0.803849,1.305072,0.484197,0.354389,0.573218,1.188959,0.5758,Degraded
CONT_s10_bola_BigBuckBunny,16,97,0,0.460983,0.365216,0.0,1.417705,30.713781,42.789019,0.0,0,0.0,0.0,0.0,580258,621,3,16853987,-18,0.185567,0.000202,0.783761,1.417705,0.471917,0.348602,0.588168,1.000438,0.359461,Degraded
CONT_s10_bola_BigBuckBunny,17,97,0,0.304785,0.296671,0.0,1.426667,19.242541,50.327303,0.0,0,0.0,0.0,0.0,383900,480,3,17237887,-141,0.371134,-0.156198,0.757262,1.423259,0.22878,0.318165,0.402483,0.661163,0.0,Degraded
CONT_s10_bola_BigBuckBunny,18,98,0,0.344786,0.300584,0.0,1.308748,23.496659,105.567753,0.0,0,0.0,0.0,0.0,438673,554,3,17676560,74,0.295918,0.040001,0.73543,1.296108,0.48476,0.274254,0.468822,1.131243,0.144494,Degraded
CONT_s10_bola_BigBuckBunny,19,97,0,0.199839,0.183082,0.0,1.046551,36.175923,76.109306,0.0,0,0.0,0.0,0.0,251610,350,3,17928170,-204,0.206186,-0.144947,0.708766,1.046551,0.21623,0.270593,0.281953,0.579603,0.197071,Degraded
CONT_s10_bola_BigBuckBunny,20,97,0,0.192584,0.289504,0.0,1.156798,43.106922,108.974293,0.0,0,0.0,0.0,0.0,242403,296,4,18170573,-54,0.463918,-0.007255,0.684284,1.071553,0.215787,0.232129,0.281439,0.963696,0.193526,Critical
CONT_s10_bola_BigBuckBunny,21,97,0,0.198839,0.266955,0.0,1.144361,61.35804,142.032799,0.0,0,0.0,0.0,0.0,250870,307,4,18421443,11,0.443299,0.006255,0.662261,1.144361,0.199237,0.3126,0.300243,1.032479,0.0,Critical
CONT_s10_bola_BigBuckBunny,22,97,0,0.133922,0.24042,0.0,1.184909,51.344777,201.983529,0.0,0,0.0,0.0,0.0,168937,210,3,18590380,-97,0.57732,-0.064917,0.639342,1.184909,0.068887,0.220093,0.209468,0.67352,0.117692,Critical
