run_id,window_index,t_start,mean_o22,stall_s,label
CONT_s6_l2a_RedBullPlayStreets,0,0.0,4.251,65.4,Critical
CONT_s6_l2a_RedBullPlayStreets,1,10.0,4.2836,8.292,Critical
CONT_s6_l2a_RedBullPlayStreets,2,20.0,3.7542,0,Good
CONT_s6_l2a_RedBullPlayStreets,3,30.0,3.8687,0,Good
CONT_s6_l2a_RedBullPlayStreets,4,40.0,3.2258,4.937,Critical
CONT_s6_l2a_RedBullPlayStreets,5,50.0,2.6683,0,Degraded
CONT_s6_l2a_RedBullPlayStreets,6,60.0,2.7752,0,Degraded
CONT_s6_l2a_RedBullPlayStreets,7,70.0,2.7752,0,Degraded
CONT_s6_l2a_RedBullPlayStreets,8,80.0,2.7752,0,Degraded
CONT_s6_l2a_RedBullPlayStreets,9,90.0,2.46,0,Degraded
CONT_s6_l2a_RedBullPlayStreets,10,100.0,2.5655,2.9,Critical
CONT_s6_l2a_RedBullPlayStreets,11,110.0,1.6189,0,Critical
CONT_s6_l2a_RedBullPlayStreets,12,120.0,1.6189,4.574,Critical
CONT_s6_l2a_RedBullPlayStreets,13,130.0,1.6189,2.734,Critical
CONT_s6_l2a_RedBullPlayStreets,14,140.0,1.6979,0.209,Degraded
CONT_s6_l2a_RedBullPlayStreets,15,150.0,1.7066,0,Critical
CONT_s6_l2a_RedBullPlayStreets,16,160.0,1.7066,0,Critical
CONT_s6_l2a_RedBullPlayStreets,17,170.0,1.7066,0,Critical
CONT_s6_l2a_RedBullPlayStreets,18,180.0,1.6803,0,Critical
CONT_s6_l2a_RedBullPlayStreets,19,190.0,1.7066,0,Critical
CONT_s6_l2a_RedBullPlayStreets,20,200.0,3.6792,0,Good
CONT_s6_l2a_RedBullPlayStreets,21,210.0,4.5246,0,Excellent
