run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples
S2C_BigBuckBunny_rep1,0,0.0,1786967064.168,1786967074.168,0.394718,0.029879,0.357604,0.443287,546300,366,1,11
S2C_BigBuckBunny_rep1,1,10.0,1786967074.168,1786967084.168,0.396673,0.01765,0.369524,0.420847,548954,368,1,11
S2C_BigBuckBunny_rep1,2,20.0,1786967084.168,1786967094.168,0.397477,0.025872,0.35764,0.440914,550165,369,1,11
S2C_BigBuckBunny_rep1,3,30.0,1786967094.168,1786967104.168,0.284458,0.146532,0.0,0.440914,393786,265,1,11
S2C_BigBuckBunny_rep1,4,40.0,1786967104.168,1786967114.168,0.226411,0.174958,0.0,0.417163,313546,210,1,11
S2C_BigBuckBunny_rep1,5,50.0,1786967114.168,1786967124.168,0.395435,0.023524,0.357604,0.429295,547405,367,1,11
S2C_BigBuckBunny_rep1,6,60.0,1786967124.168,1786967134.168,0.397619,0.015121,0.369084,0.429253,550853,371,1,11
S2C_BigBuckBunny_rep1,7,70.0,1786967134.168,1786967144.168,0.270458,0.153605,0.0,0.465024,374655,255,1,11
S2C_BigBuckBunny_rep1,8,80.0,1786967144.168,1786967154.168,0.310151,0.138241,0.0,0.427414,429247,287,1,11
S2C_BigBuckBunny_rep1,9,90.0,1786967154.168,1786967164.168,0.390692,0.026141,0.335539,0.429082,540758,363,1,11
S2C_BigBuckBunny_rep1,10,100.0,1786967164.168,1786967174.168,0.380367,0.033261,0.310384,0.439106,526540,353,1,11
S2C_BigBuckBunny_rep1,11,110.0,1786967174.168,1786967184.168,0.335002,0.099551,0.11919,0.417288,463743,310,1,11
S2C_BigBuckBunny_rep1,12,120.0,1786967184.168,1786967194.168,0.390744,0.026277,0.316901,0.417163,540959,362,1,11
S2C_BigBuckBunny_rep1,13,130.0,1786967194.168,1786967204.168,0.334963,0.116077,0.090685,0.429295,463859,310,1,11
S2C_BigBuckBunny_rep1,14,140.0,1786967204.168,1786967214.168,0.321316,0.147035,0.0,0.44122,404550,271,1,10
S2C_BigBuckBunny_rep1,15,150.0,1786967214.168,1786967224.168,0.396329,0.022224,0.357675,0.429295,548459,367,1,11
S2C_BigBuckBunny_rep1,16,160.0,1786967224.168,1786967234.168,0.398201,0.015489,0.372271,0.42921,551095,370,1,11
S2C_BigBuckBunny_rep1,17,170.0,1786967234.168,1786967244.168,0.332832,0.138052,0.0,0.42904,460746,310,1,11
S2C_BigBuckBunny_rep1,18,180.0,1786967244.168,1786967254.168,0.236452,0.172639,0.0,0.429125,327325,219,1,11
S2C_BigBuckBunny_rep1,19,190.0,1786967254.168,1786967264.168,0.214999,0.182981,0.0,0.441045,297656,199,1,11
S2C_BigBuckBunny_rep1,20,200.0,1786967264.168,1786967274.168,0.26995,0.167487,0.0,0.488677,373674,250,1,11
S2C_BigBuckBunny_rep1,21,210.0,1786967274.168,1786967284.168,0.397919,0.017514,0.365211,0.42672,550976,368,1,11
S2C_BigBuckBunny_rep1,22,220.0,1786967284.168,1786967294.168,0.396859,0.01975,0.362432,0.429125,549239,368,1,11
S2C_BigBuckBunny_rep1,23,230.0,1786967294.168,1786967304.168,0.245907,0.135393,0.0,0.405244,340341,228,1,11
S2C_BigBuckBunny_rep1,24,240.0,1786967304.168,1786967314.168,0.256899,0.132364,0.0,0.393521,355556,238,1,11
S2C_BigBuckBunny_rep1,25,250.0,1786967314.168,1786967324.168,0.393157,0.024955,0.35764,0.441089,544207,365,1,11
S2C_BigBuckBunny_rep1,26,260.0,1786967324.168,1786967334.168,0.395521,0.022779,0.369524,0.440957,547598,367,1,11
S2C_BigBuckBunny_rep1,27,270.0,1786967334.168,1786967344.168,0.370529,0.081315,0.122792,0.44122,513310,344,1,11
S2C_BigBuckBunny_rep1,28,280.0,1786967344.168,1786967354.168,0.188281,0.176084,0.0,0.405446,260515,176,1,11
S2C_BigBuckBunny_rep1,29,290.0,1786967354.168,1786967364.168,0.000953,0.001411,0.0,0.003179,840,3,1,7
