run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples
S5C_Valkaama_rep1,0,0.0,1786990571.839,1786990581.839,4.176255,2.707437,0.409939,10.434039,5865191,3920,2,11
S5C_Valkaama_rep1,1,10.0,1786990581.839,1786990591.839,2.454183,4.040365,0.0,10.434039,3451206,2303,1,11
S5C_Valkaama_rep1,2,20.0,1786990591.839,1786990601.839,2.060898,3.602088,0.0,10.401566,2895860,1931,1,11
S5C_Valkaama_rep1,3,30.0,1786990601.839,1786990611.839,2.443763,4.012716,0.0,11.983408,3124351,2084,1,10
S5C_Valkaama_rep1,4,40.0,1786990611.839,1786990621.839,33.168426,32.749631,0.0,81.194681,46634391,31100,1,11
S5C_Valkaama_rep1,5,50.0,1786990621.839,1786990631.839,4.920241,7.233702,0.0,22.214211,6916285,4613,1,11
S5C_Valkaama_rep1,6,60.0,1786990631.839,1786990641.839,6.154272,9.978937,0.0,22.722821,8640079,5761,1,11
S5C_Valkaama_rep1,7,70.0,1786990641.839,1786990651.839,4.682711,9.353256,0.0,23.869052,5988019,3993,1,10
S5C_Valkaama_rep1,8,80.0,1786990651.839,1786990661.839,5.209684,3.014436,0.0,10.602419,7332901,4893,2,11
S5C_Valkaama_rep1,9,90.0,1786990661.839,1786990671.839,6.635921,7.993723,0.0,21.541102,9333449,6225,1,11
S5C_Valkaama_rep1,10,100.0,1786990671.839,1786990681.839,5.612072,9.318503,0.0,25.692596,7885819,5258,1,11
S5C_Valkaama_rep1,11,110.0,1786990681.839,1786990691.839,2.397464,4.733847,0.0,12.863293,3368872,2247,1,11
S5C_Valkaama_rep1,12,120.0,1786990691.839,1786990701.839,2.97035,3.905604,0.0,9.809488,3794161,2531,1,10
S5C_Valkaama_rep1,13,130.0,1786990701.839,1786990711.839,2.234691,3.219177,0.0,8.021109,3142530,2097,1,11
S5C_Valkaama_rep1,14,140.0,1786990711.839,1786990721.839,3.308481,5.132248,0.0,13.859855,4649087,3101,1,11
S5C_Valkaama_rep1,15,150.0,1786990721.839,1786990731.839,2.482917,5.354155,0.0,16.053093,3490395,2328,1,11
S5C_Valkaama_rep1,16,160.0,1786990731.839,1786990741.839,4.047327,6.169046,0.0,14.438881,5172431,3450,1,10
S5C_Valkaama_rep1,17,170.0,1786990741.839,1786990751.839,3.434246,5.585496,0.0,14.438881,4830277,3222,1,11
S5C_Valkaama_rep1,18,180.0,1786990751.839,1786990761.839,3.224538,4.048569,0.0,10.93643,4532649,3023,1,11
S5C_Valkaama_rep1,19,190.0,1786990761.839,1786990771.839,2.757656,4.06308,0.0,11.18623,3876092,2585,1,11
S5C_Valkaama_rep1,20,200.0,1786990771.839,1786990781.839,2.902042,4.279241,0.0,10.398511,4078988,2721,1,11
S5C_Valkaama_rep1,21,210.0,1786990781.839,1786990791.839,1.98365,3.881012,0.0,9.825237,2532867,1689,1,10
S5C_Valkaama_rep1,22,220.0,1786990791.839,1786990801.839,3.052438,4.433562,0.0,11.687776,4286635,2859,1,11
S5C_Valkaama_rep1,23,230.0,1786990801.839,1786990811.839,2.956135,4.179616,0.0,11.54059,4149922,2768,1,11
S5C_Valkaama_rep1,24,240.0,1786990811.839,1786990821.839,0.001139,0.001506,0.0,0.003131,1600,4,1,11
S5C_Valkaama_rep1,25,250.0,1786990821.839,1786990831.839,0.0,0.0,0.0,0.0,0,0,0,11
S5C_Valkaama_rep1,26,260.0,1786990831.839,1786990841.839,0.0,0.0,0.0,0.0,0,0,0,10
S5C_Valkaama_rep1,27,270.0,1786990841.839,1786990851.839,0.0,0.0,0.0,0.0,0,0,0,11
S5C_Valkaama_rep1,28,280.0,1786990851.839,1786990861.839,3.7e-05,0.000117,0.0,0.000407,52,1,1,11
S5C_Valkaama_rep1,29,290.0,1786990861.839,1786990871.839,0.0,0.0,0.0,0.0,0,0,0,11
S5C_Valkaama_rep1,30,300.0,1786990871.839,1786990881.839,0.000104,0.000147,0.0,0.000312,40,1,1,3
