run_id,window_index,t_media_start,t_wall_start,t_wall_end,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,n_samples
S2B_OfForestAndMen_rep1,0,0.0,1786965494.762,1786965504.762,0.689483,0.018573,0.644263,0.705625,953330,638,2,11
S2B_OfForestAndMen_rep1,1,10.0,1786965504.762,1786965514.762,0.690712,0.025639,0.644263,0.740249,955264,639,1,11
S2B_OfForestAndMen_rep1,2,20.0,1786965514.762,1786965524.762,0.69269,0.020624,0.668125,0.73971,957982,640,1,11
S2B_OfForestAndMen_rep1,3,30.0,1786965524.762,1786965534.762,0.565649,0.158778,0.250547,0.727707,782363,523,1,11
S2B_OfForestAndMen_rep1,4,40.0,1786965534.762,1786965544.762,0.590495,0.137024,0.369855,0.715919,817619,546,1,11
S2B_OfForestAndMen_rep1,5,50.0,1786965544.762,1786965554.762,0.565556,0.150212,0.262504,0.715706,782638,523,1,11
S2B_OfForestAndMen_rep1,6,60.0,1786965554.762,1786965564.762,0.620499,0.117366,0.369231,0.739857,858209,573,1,11
S2B_OfForestAndMen_rep1,7,70.0,1786965564.762,1786965574.762,0.5699,0.198207,0.193973,0.775733,787942,527,1,11
S2B_OfForestAndMen_rep1,8,80.0,1786965574.762,1786965584.762,0.602728,0.136219,0.283361,0.740004,757607,506,1,10
S2B_OfForestAndMen_rep1,9,90.0,1786965584.762,1786965594.762,0.596358,0.189236,0.098531,0.763419,824801,552,1,11
S2B_OfForestAndMen_rep1,10,100.0,1786965594.762,1786965604.762,0.5671,0.19945,0.098531,0.73971,784320,525,1,11
S2B_OfForestAndMen_rep1,11,110.0,1786965604.762,1786965614.762,0.593035,0.148963,0.235397,0.727779,820156,548,1,11
S2B_OfForestAndMen_rep1,12,120.0,1786965614.762,1786965624.762,0.565563,0.244783,0.0,0.775502,782214,523,1,11
S2B_OfForestAndMen_rep1,13,130.0,1786965624.762,1786965634.762,0.591992,0.228425,0.063052,0.716062,818810,549,1,11
S2B_OfForestAndMen_rep1,14,140.0,1786965634.762,1786965644.762,0.564144,0.236024,0.065018,0.763723,780404,525,1,11
S2B_OfForestAndMen_rep1,15,150.0,1786965644.762,1786965654.762,0.563259,0.197572,0.11932,0.715848,778858,521,1,11
S2B_OfForestAndMen_rep1,16,160.0,1786965654.762,1786965664.762,0.565934,0.202376,0.11932,0.727779,782595,522,1,11
S2B_OfForestAndMen_rep1,17,170.0,1786965664.762,1786965674.762,0.558491,0.217884,0.119296,0.763723,772288,516,1,11
S2B_OfForestAndMen_rep1,18,180.0,1786965674.762,1786965684.762,0.571613,0.206404,0.119296,0.763723,790592,528,1,11
S2B_OfForestAndMen_rep1,19,190.0,1786965684.762,1786965694.762,0.616091,0.150193,0.214754,0.72749,852312,570,1,11
S2B_OfForestAndMen_rep1,20,200.0,1786965694.762,1786965704.762,0.585404,0.16927,0.247722,0.715777,809667,541,1,11
S2B_OfForestAndMen_rep1,21,210.0,1786965704.762,1786965714.762,0.598229,0.104473,0.369892,0.703847,827470,553,1,11
S2B_OfForestAndMen_rep1,22,220.0,1786965714.762,1786965724.762,0.604603,0.12203,0.369892,0.704127,836854,559,1,11
S2B_OfForestAndMen_rep1,23,230.0,1786965724.762,1786965734.762,0.600842,0.145963,0.237709,0.73993,831796,556,1,11
S2B_OfForestAndMen_rep1,24,240.0,1786965734.762,1786965744.762,0.591615,0.184499,0.189021,0.73993,817953,546,1,11
S2B_OfForestAndMen_rep1,25,250.0,1786965744.762,1786965754.762,0.606513,0.129868,0.337257,0.716062,762453,510,1,10
S2B_OfForestAndMen_rep1,26,260.0,1786965754.762,1786965764.762,0.628375,0.090514,0.418501,0.739636,868923,581,1,11
S2B_OfForestAndMen_rep1,27,270.0,1786965764.762,1786965774.762,0.582014,0.166146,0.251485,0.739636,804979,539,1,11
S2B_OfForestAndMen_rep1,28,280.0,1786965774.762,1786965784.762,0.465259,0.255127,0.003181,0.715706,643518,432,1,11
S2B_OfForestAndMen_rep1,29,290.0,1786965784.762,1786965794.762,0.000897,0.001402,0.0,0.003182,1240,4,1,11
