run_id,t_epoch,dt,delta_bytes,delta_packets,active_flows
S4C_Valkaama_rep1,1786981793.319,1.0001,0,0,0
S4C_Valkaama_rep1,1786981794.337,1.0172,0,0,0
S4C_Valkaama_rep1,1786981795.352,1.0153,0,0,0
S4C_Valkaama_rep1,1786981796.368,1.0158,5300,6,1
S4C_Valkaama_rep1,1786981797.384,1.016,52,1,1
S4C_Valkaama_rep1,1786981798.4,1.0159,21653,17,2
S4C_Valkaama_rep1,1786981799.416,1.016,129331,87,1
S4C_Valkaama_rep1,1786981800.432,1.0161,393794,263,1
S4C_Valkaama_rep1,1786981801.448,1.016,297241,200,2
S4C_Valkaama_rep1,1786981802.464,1.0161,1882049,1255,1
S4C_Valkaama_rep1,1786981803.48,1.016,2001145,1336,1
S4C_Valkaama_rep1,1786981804.496,1.0161,4393290,2930,1
S4C_Valkaama_rep1,1786981805.511,1.0155,4728491,3154,1
S4C_Valkaama_rep1,1786981806.53,1.0191,8972876,5983,1
S4C_Valkaama_rep1,1786981807.545,1.0148,4213788,2810,1
S4C_Valkaama_rep1,1786981808.567,1.0215,6568785,4381,1
S4C_Valkaama_rep1,1786981809.583,1.0164,0,0,0
S4C_Valkaama_rep1,1786981810.599,1.0163,0,0,0
S4C_Valkaama_rep1,1786981811.615,1.0154,603000,402,1
S4C_Valkaama_rep1,1786981812.632,1.0174,2278670,1520,1
S4C_Valkaama_rep1,1786981813.658,1.0259,0,0,0
S4C_Valkaama_rep1,1786981814.674,1.0155,0,0,0
S4C_Valkaama_rep1,1786981815.689,1.0155,672000,448,1
S4C_Valkaama_rep1,1786981816.704,1.0155,2344640,1564,1
S4C_Valkaama_rep1,1786981817.72,1.0156,0,0,0
S4C_Valkaama_rep1,1786981818.736,1.0156,0,0,0
S4C_Valkaama_rep1,1786981819.752,1.0164,288000,192,1
S4C_Valkaama_rep1,1786981820.768,1.0164,2499360,1667,1
S4C_Valkaama_rep1,1786981821.785,1.0166,0,0,0
S4C_Valkaama_rep1,1786981822.802,1.0165,0,0,0
S4C_Valkaama_rep1,1786981823.818,1.0166,270000,180,1
S4C_Valkaama_rep1,1786981824.835,1.0164,2520000,1680,1
S4C_Valkaama_rep1,1786981825.85,1.0157,225750,151,1
S4C_Valkaama_rep1,1786981826.867,1.0165,0,0,0
S4C_Valkaama_rep1,1786981827.883,1.0162,1354500,903,1
S4C_Valkaama_rep1,1786981828.899,1.0162,1779165,1187,1
S4C_Valkaama_rep1,1786981829.915,1.0161,0,0,0
S4C_Valkaama_rep1,1786981830.932,1.0166,0,0,0
S4C_Valkaama_rep1,1786981831.949,1.017,724500,483,1
S4C_Valkaama_rep1,1786981832.965,1.0166,2087241,1392,1
S4C_Valkaama_rep1,1786981833.983,1.0172,0,0,0
S4C_Valkaama_rep1,1786981834.998,1.0152,0,0,0
S4C_Valkaama_rep1,1786981836.015,1.0172,630000,420,1
S4C_Valkaama_rep1,1786981837.032,1.0172,2279474,1520,1
S4C_Valkaama_rep1,1786981838.048,1.0161,0,0,0
