run_id,window_index,t_start,mean_o22,stall_s,label
S3A_BigBuckBunny_rep1,0,0.0,3.1723,10.176,Critical
S3A_BigBuckBunny_rep1,1,10.0,2.6239,0,Degraded
S3A_BigBuckBunny_rep1,2,20.0,2.8979,0,Degraded
S3A_BigBuckBunny_rep1,3,30.0,2.8979,0,Degraded
S3A_BigBuckBunny_rep1,4,40.0,4.0812,0,Excellent
S3A_BigBuckBunny_rep1,5,50.0,3.1655,9.952,Critical
S3A_BigBuckBunny_rep1,6,60.0,3.9275,8.575,Critical
S3A_BigBuckBunny_rep1,7,70.0,2.944,14.419,Critical
S3A_BigBuckBunny_rep1,8,80.0,2.9381,2.447,Critical
S3A_BigBuckBunny_rep1,9,90.0,2.2491,2.131,Critical
S3A_BigBuckBunny_rep1,10,100.0,1.6512,0,Critical
S3A_BigBuckBunny_rep1,11,110.0,1.6343,0,Critical
S3A_BigBuckBunny_rep1,12,120.0,1.5923,0,Critical
S3A_BigBuckBunny_rep1,13,130.0,1.5923,0,Critical
S3A_BigBuckBunny_rep1,14,140.0,2.2275,0,Degraded
S3A_BigBuckBunny_rep1,15,150.0,2.8029,0,Degraded
S3A_BigBuckBunny_rep1,16,160.0,2.7988,0,Degraded
S3A_BigBuckBunny_rep1,17,170.0,3.3298,0,Good
S3A_BigBuckBunny_rep1,18,180.0,3.5876,0,Good
S3A_BigBuckBunny_rep1,19,190.0,3.7878,0,Good
S3A_BigBuckBunny_rep1,20,200.0,3.7878,0,Good
S3A_BigBuckBunny_rep1,21,210.0,4.2136,0,Excellent
S3A_BigBuckBunny_rep1,22,220.0,4.2942,0,Excellent
S3A_BigBuckBunny_rep1,23,230.0,4.2942,0,Excellent
S3A_BigBuckBunny_rep1,24,240.0,4.2942,0,Excellent
S3A_BigBuckBunny_rep1,25,250.0,4.2942,0,Excellent
