run_id,t_epoch,dt,delta_bytes,delta_packets,active_flows
S4C_TearsOfSteel_rep1,1786981478.532,1.0001,0,0,0
S4C_TearsOfSteel_rep1,1786981479.544,1.0113,0,0,0
S4C_TearsOfSteel_rep1,1786981480.554,1.0102,0,0,0
S4C_TearsOfSteel_rep1,1786981481.564,1.0101,4582,5,1
S4C_TearsOfSteel_rep1,1786981482.574,1.0101,0,0,0
S4C_TearsOfSteel_rep1,1786981483.589,1.0154,52,1,1
S4C_TearsOfSteel_rep1,1786981484.604,1.0145,32421,25,2
S4C_TearsOfSteel_rep1,1786981485.619,1.0148,172566,117,2
S4C_TearsOfSteel_rep1,1786981486.635,1.0164,683121,458,3
S4C_TearsOfSteel_rep1,1786981487.651,1.0156,1557756,1039,1
S4C_TearsOfSteel_rep1,1786981488.666,1.0152,3152348,2103,1
S4C_TearsOfSteel_rep1,1786981489.681,1.0151,6301075,4201,1
S4C_TearsOfSteel_rep1,1786981490.696,1.0151,5403312,3603,2
S4C_TearsOfSteel_rep1,1786981491.711,1.0148,152428,102,1
S4C_TearsOfSteel_rep1,1786981492.726,1.0148,0,0,0
S4C_TearsOfSteel_rep1,1786981493.74,1.0147,15000,10,1
S4C_TearsOfSteel_rep1,1786981494.755,1.0151,450000,300,1
S4C_TearsOfSteel_rep1,1786981495.772,1.0165,619446,413,1
S4C_TearsOfSteel_rep1,1786981496.788,1.0161,98713,66,1
S4C_TearsOfSteel_rep1,1786981497.803,1.0152,67500,45,1
S4C_TearsOfSteel_rep1,1786981498.827,1.0239,1511509,1008,1
S4C_TearsOfSteel_rep1,1786981499.843,1.0157,98714,66,1
S4C_TearsOfSteel_rep1,1786981500.859,1.0158,0,0,0
S4C_TearsOfSteel_rep1,1786981501.875,1.0159,102000,68,1
S4C_TearsOfSteel_rep1,1786981502.891,1.0165,2026729,1352,1
S4C_TearsOfSteel_rep1,1786981503.907,1.0163,99059,67,1
S4C_TearsOfSteel_rep1,1786981504.923,1.0158,0,0,0
S4C_TearsOfSteel_rep1,1786981505.939,1.0157,207000,138,1
S4C_TearsOfSteel_rep1,1786981506.955,1.0158,1642048,1095,1
S4C_TearsOfSteel_rep1,1786981507.97,1.0157,98440,66,1
S4C_TearsOfSteel_rep1,1786981508.987,1.0163,0,0,0
S4C_TearsOfSteel_rep1,1786981510.003,1.0161,175500,117,1
S4C_TearsOfSteel_rep1,1786981511.021,1.0179,1638000,1092,1
S4C_TearsOfSteel_rep1,1786981512.038,1.017,236167,158,1
S4C_TearsOfSteel_rep1,1786981513.053,1.0155,0,0,0
S4C_TearsOfSteel_rep1,1786981514.069,1.0157,373500,249,1
S4C_TearsOfSteel_rep1,1786981515.084,1.015,3385276,2258,1
S4C_TearsOfSteel_rep1,1786981516.1,1.0157,0,0,0
S4C_TearsOfSteel_rep1,1786981517.115,1.0152,0,0,0
S4C_TearsOfSteel_rep1,1786981518.132,1.0166,1599000,1066,1
S4C_TearsOfSteel_rep1,1786981519.15,1.0181,1289929,861,1
S4C_TearsOfSteel_rep1,1786981520.165,1.0153,0,0,0
S4C_TearsOfSteel_rep1,1786981521.181,1.0161,0,0,0
S4C_TearsOfSteel_rep1,1786981522.196,1.0149,1324239,883,1
S4C_TearsOfSteel_rep1,1786981523.211,1.015,6100128,4067,1
S4C_TearsOfSteel_rep1,1786981524.226,1.0149,11575544,7718,1
S4C_TearsOfSteel_rep1,1786981525.241,1.0155,9312345,6209,2
S4C_TearsOfSteel_rep1,1786981526.256,1.015,7120510,4749,2
S4C_TearsOfSteel_rep1,1786981527.272,1.0153,11874780,7918,2
S4C_TearsOfSteel_rep1,1786981528.287,1.0153,9478500,6320,1
S4C_TearsOfSteel_rep1,1786981529.302,1.0152,9183014,6123,2
S4C_TearsOfSteel_rep1,1786981530.319,1.0166,6388347,4260,2
S4C_TearsOfSteel_rep1,1786981531.335,1.0162,9405792,6271,2
S4C_TearsOfSteel_rep1,1786981532.349,1.0144,6372866,4250,2
S4C_TearsOfSteel_rep1,1786981533.366,1.0162,98903,66,1
S4C_TearsOfSteel_rep1,1786981534.386,1.02,5654134,3770,1
S4C_TearsOfSteel_rep1,1786981535.401,1.0159,0,0,0
S4C_TearsOfSteel_rep1,1786981536.417,1.0159,0,0,0
