run_id,window_index,t_start,mean_o22,stall_s,label
S2D_TearsOfSteel_rep1,0,0.0,2.8644,2.196,Critical
S2D_TearsOfSteel_rep1,1,10.0,2.4969,26.918,Critical
S2D_TearsOfSteel_rep1,2,20.0,2.4969,8.014,Critical
S2D_TearsOfSteel_rep1,3,30.0,2.4969,14.874,Critical
S2D_TearsOfSteel_rep1,4,40.0,2.4969,16.336,Critical
S2D_TearsOfSteel_rep1,5,50.0,2.4969,15.226,Critical
S2D_TearsOfSteel_rep1,6,60.0,2.4969,0.977,Degraded
S2D_TearsOfSteel_rep1,7,70.0,2.4969,12.769,Critical
S2D_TearsOfSteel_rep1,8,80.0,2.4969,8.859,Critical
S2D_TearsOfSteel_rep1,9,90.0,2.4969,12.694,Critical
S2D_TearsOfSteel_rep1,10,100.0,2.4969,9.048,Critical
S2D_TearsOfSteel_rep1,11,110.0,2.4969,13.139,Critical
S2D_TearsOfSteel_rep1,12,120.0,2.4969,14.561,Critical
S2D_TearsOfSteel_rep1,13,130.0,2.4969,6.121,Critical
