run_id,window_index,t_start,mean_o22,stall_s,label
S5F_TheSwissAccount_rep1,0,0.0,4.0495,1.803,Critical
S5F_TheSwissAccount_rep1,1,10.0,3.7771,1.686,Critical
S5F_TheSwissAccount_rep1,2,20.0,3.758,0,Good
S5F_TheSwissAccount_rep1,3,30.0,3.7256,0,Good
S5F_TheSwissAccount_rep1,4,40.0,2.8969,0,Degraded
S5F_TheSwissAccount_rep1,5,50.0,2.8969,0,Degraded
S5F_TheSwissAccount_rep1,6,60.0,3.0627,0,Good
S5F_TheSwissAccount_rep1,7,70.0,3.3941,0,Good
S5F_TheSwissAccount_rep1,8,80.0,2.8969,0,Degraded
S5F_TheSwissAccount_rep1,9,90.0,2.8969,0,Degraded
S5F_TheSwissAccount_rep1,10,100.0,3.477,0,Good
S5F_TheSwissAccount_rep1,11,110.0,3.0378,0,Good
S5F_TheSwissAccount_rep1,12,120.0,2.8969,0,Degraded
S5F_TheSwissAccount_rep1,13,130.0,2.8969,0,Degraded
S5F_TheSwissAccount_rep1,14,140.0,2.8969,0,Degraded
S5F_TheSwissAccount_rep1,15,150.0,2.8969,0,Degraded
S5F_TheSwissAccount_rep1,16,160.0,2.8969,0,Degraded
S5F_TheSwissAccount_rep1,17,170.0,2.8969,0,Degraded
S5F_TheSwissAccount_rep1,18,180.0,2.8969,0,Degraded
S5F_TheSwissAccount_rep1,19,190.0,3.0627,0,Good
S5F_TheSwissAccount_rep1,20,200.0,2.8969,0,Degraded
S5F_TheSwissAccount_rep1,21,210.0,2.8473,0,Degraded
S5F_TheSwissAccount_rep1,22,220.0,2.8348,0,Degraded
S5F_TheSwissAccount_rep1,23,230.0,2.8348,0,Degraded
S5F_TheSwissAccount_rep1,24,240.0,3.5217,0,Good
S5F_TheSwissAccount_rep1,25,250.0,3.6427,0,Good
S5F_TheSwissAccount_rep1,26,260.0,3.2284,0,Good
S5F_TheSwissAccount_rep1,27,270.0,2.8969,0,Degraded
S5F_TheSwissAccount_rep1,28,280.0,2.8969,0,Degraded
S5F_TheSwissAccount_rep1,29,290.0,2.8526,0,Degraded
