run_id,t_epoch,dt,delta_bytes,delta_packets,active_flows
S1_ElephantsDream_rep1,1786960792.703,1.0001,0,0,0
S1_ElephantsDream_rep1,1786960793.707,1.0034,0,0,0
S1_ElephantsDream_rep1,1786960794.71,1.0031,0,0,0
S1_ElephantsDream_rep1,1786960795.713,1.0031,5110,6,1
S1_ElephantsDream_rep1,1786960796.716,1.0032,3000128,2005,1
S1_ElephantsDream_rep1,1786960797.72,1.0037,29177146,19457,1
S1_ElephantsDream_rep1,1786960798.723,1.0031,5835461,3891,1
S1_ElephantsDream_rep1,1786960799.726,1.0033,40,1,1
S1_ElephantsDream_rep1,1786960800.729,1.0032,0,0,0
S1_ElephantsDream_rep1,1786960801.733,1.0032,1792357,1195,1
S1_ElephantsDream_rep1,1786960802.736,1.0034,0,0,0
S1_ElephantsDream_rep1,1786960803.739,1.0032,0,0,0
S1_ElephantsDream_rep1,1786960804.742,1.0033,0,0,0
S1_ElephantsDream_rep1,1786960805.746,1.0032,1747885,1166,1
S1_ElephantsDream_rep1,1786960806.749,1.0032,0,0,0
S1_ElephantsDream_rep1,1786960807.752,1.0032,0,0,0
S1_ElephantsDream_rep1,1786960808.755,1.0031,0,0,0
S1_ElephantsDream_rep1,1786960809.758,1.0032,1227765,819,1
S1_ElephantsDream_rep1,1786960810.762,1.0032,0,0,0
S1_ElephantsDream_rep1,1786960811.765,1.0032,0,0,0
S1_ElephantsDream_rep1,1786960812.768,1.0033,0,0,0
S1_ElephantsDream_rep1,1786960813.772,1.0034,1436326,958,1
S1_ElephantsDream_rep1,1786960814.775,1.0033,0,0,0
S1_ElephantsDream_rep1,1786960815.778,1.0032,0,0,0
S1_ElephantsDream_rep1,1786960816.781,1.0032,0,0,0
S1_ElephantsDream_rep1,1786960817.785,1.0033,2356368,1571,1
S1_ElephantsDream_rep1,1786960818.788,1.0034,0,0,0
S1_ElephantsDream_rep1,1786960819.791,1.0033,0,0,0
S1_ElephantsDream_rep1,1786960820.795,1.0034,0,0,0
S1_ElephantsDream_rep1,1786960821.798,1.0032,2554085,1703,1
S1_ElephantsDream_rep1,1786960822.802,1.0034,0,0,0
S1_ElephantsDream_rep1,1786960823.805,1.0034,0,0,0
S1_ElephantsDream_rep1,1786960824.808,1.0035,0,0,0
S1_ElephantsDream_rep1,1786960825.812,1.0033,2261991,1508,1
S1_ElephantsDream_rep1,1786960826.815,1.0033,0,0,0
S1_ElephantsDream_rep1,1786960827.818,1.0033,0,0,0
S1_ElephantsDream_rep1,1786960828.822,1.0033,0,0,0
S1_ElephantsDream_rep1,1786960829.825,1.0033,2470118,1647,1
S1_ElephantsDream_rep1,1786960830.828,1.0033,0,0,0
S1_ElephantsDream_rep1,1786960831.832,1.0034,0,0,0
S1_ElephantsDream_rep1,1786960832.835,1.0035,0,0,0
S1_ElephantsDream_rep1,1786960833.839,1.0035,3832219,2555,1
S1_ElephantsDream_rep1,1786960834.842,1.0034,0,0,0
S1_ElephantsDream_rep1,1786960835.845,1.0032,0,0,0
S1_ElephantsDream_rep1,1786960836.849,1.0034,0,0,0
S1_ElephantsDream_rep1,1786960837.852,1.0034,3202296,2135,1
S1_ElephantsDream_rep1,1786960838.855,1.0033,0,0,0
S1_ElephantsDream_rep1,1786960839.859,1.0034,0,0,0
S1_ElephantsDream_rep1,1786960840.862,1.0035,0,0,0
S1_ElephantsDream_rep1,1786960841.866,1.0034,2349378,1567,1
S1_ElephantsDream_rep1,1786960842.869,1.0036,0,0,0
S1_ElephantsDream_rep1,1786960843.873,1.0035,0,0,0
S1_ElephantsDream_rep1,1786960844.876,1.0035,0,0,0
S1_ElephantsDream_rep1,1786960845.88,1.0034,3273723,2183,1
S1_ElephantsDream_rep1,1786960846.883,1.0034,0,0,0
S1_ElephantsDream_rep1,1786960847.886,1.0034,0,0,0
S1_ElephantsDream_rep1,1786960848.89,1.0035,0,0,0
S1_ElephantsDream_rep1,1786960849.894,1.0036,4003500,2669,1
S1_ElephantsDream_rep1,1786960850.897,1.0033,0,0,0
S1_ElephantsDream_rep1,1786960851.9,1.0035,0,0,0
S1_ElephantsDream_rep1,1786960852.904,1.0037,0,0,0
S1_ElephantsDream_rep1,1786960853.908,1.0036,4331994,2888,1
S1_ElephantsDream_rep1,1786960854.911,1.0036,0,0,0
S1_ElephantsDream_rep1,1786960855.915,1.0039,0,0,0
S1_ElephantsDream_rep1,1786960856.919,1.0036,0,0,0
S1_ElephantsDream_rep1,1786960857.922,1.0035,3911461,2608,1
S1_ElephantsDream_rep1,1786960858.926,1.0036,0,0,0
S1_ElephantsDream_rep1,1786960859.93,1.0036,0,0,0
S1_ElephantsDream_rep1,1786960860.933,1.0036,0,0,0
S1_ElephantsDream_rep1,1786960861.937,1.0035,4086532,2725,1
S1_ElephantsDream_rep1,1786960862.94,1.0036,0,0,0
