run_id,t_epoch,dt,delta_bytes,delta_packets,active_flows
S5A_TheSwissAccount_rep1,1786986497.02,1.0001,0,0,0
S5A_TheSwissAccount_rep1,1786986498.033,1.0135,0,0,0
S5A_TheSwissAccount_rep1,1786986499.046,1.0123,0,0,0
S5A_TheSwissAccount_rep1,1786986500.058,1.0122,4750,6,1
S5A_TheSwissAccount_rep1,1786986501.071,1.0126,45312,34,1
S5A_TheSwissAccount_rep1,1786986502.09,1.0193,51551,35,1
S5A_TheSwissAccount_rep1,1786986503.109,1.0193,150874,101,1
S5A_TheSwissAccount_rep1,1786986504.131,1.0214,63888,46,2
S5A_TheSwissAccount_rep1,1786986505.151,1.0208,66000,44,1
S5A_TheSwissAccount_rep1,1786986506.17,1.0184,73500,49,1
S5A_TheSwissAccount_rep1,1786986507.198,1.0277,105000,70,1
S5A_TheSwissAccount_rep1,1786986508.216,1.0187,144000,96,1
S5A_TheSwissAccount_rep1,1786986509.235,1.0185,122441,82,1
S5A_TheSwissAccount_rep1,1786986510.253,1.0186,66000,44,1
S5A_TheSwissAccount_rep1,1786986511.273,1.0195,76500,51,1
S5A_TheSwissAccount_rep1,1786986512.291,1.0184,87000,58,1
S5A_TheSwissAccount_rep1,1786986513.31,1.0185,95144,64,1
S5A_TheSwissAccount_rep1,1786986514.328,1.0184,130555,88,1
S5A_TheSwissAccount_rep1,1786986515.348,1.0196,43464,29,1
S5A_TheSwissAccount_rep1,1786986516.367,1.0195,64500,43,1
S5A_TheSwissAccount_rep1,1786986517.395,1.0277,66000,44,1
S5A_TheSwissAccount_rep1,1786986518.415,1.0196,58279,40,1
S5A_TheSwissAccount_rep1,1786986519.434,1.0196,41127,28,1
S5A_TheSwissAccount_rep1,1786986520.454,1.0194,0,0,0
S5A_TheSwissAccount_rep1,1786986521.473,1.0195,0,0,0
S5A_TheSwissAccount_rep1,1786986522.493,1.0195,105000,70,1
S5A_TheSwissAccount_rep1,1786986523.512,1.0195,103500,69,1
S5A_TheSwissAccount_rep1,1786986524.533,1.0209,14927,10,1
S5A_TheSwissAccount_rep1,1786986525.552,1.0195,0,0,0
S5A_TheSwissAccount_rep1,1786986526.571,1.0183,49500,33,1
S5A_TheSwissAccount_rep1,1786986527.598,1.0267,72000,48,1
S5A_TheSwissAccount_rep1,1786986528.616,1.0185,120000,80,1
S5A_TheSwissAccount_rep1,1786986529.636,1.0202,49191,33,1
S5A_TheSwissAccount_rep1,1786986530.656,1.0198,43500,29,1
S5A_TheSwissAccount_rep1,1786986531.674,1.0181,61500,41,1
S5A_TheSwissAccount_rep1,1786986532.693,1.0191,120000,80,1
S5A_TheSwissAccount_rep1,1786986533.711,1.0179,23405,16,1
S5A_TheSwissAccount_rep1,1786986534.729,1.018,66000,44,1
S5A_TheSwissAccount_rep1,1786986535.747,1.0181,90000,60,1
S5A_TheSwissAccount_rep1,1786986536.765,1.0181,101838,68,1
S5A_TheSwissAccount_rep1,1786986537.784,1.0182,15000,10,1
S5A_TheSwissAccount_rep1,1786986538.802,1.0181,87000,58,1
S5A_TheSwissAccount_rep1,1786986539.82,1.018,67500,45,1
S5A_TheSwissAccount_rep1,1786986540.838,1.018,70244,47,1
S5A_TheSwissAccount_rep1,1786986541.856,1.0188,10500,7,1
S5A_TheSwissAccount_rep1,1786986542.876,1.0191,109500,73,1
S5A_TheSwissAccount_rep1,1786986543.895,1.0192,109500,73,1
S5A_TheSwissAccount_rep1,1786986544.914,1.0191,14037,10,1
S5A_TheSwissAccount_rep1,1786986545.933,1.0192,0,0,0
S5A_TheSwissAccount_rep1,1786986546.952,1.0191,132000,88,1
S5A_TheSwissAccount_rep1,1786986547.972,1.0193,115239,77,1
S5A_TheSwissAccount_rep1,1786986548.991,1.0192,0,0,0
S5A_TheSwissAccount_rep1,1786986550.01,1.0191,15000,10,1
S5A_TheSwissAccount_rep1,1786986551.032,1.0225,132000,88,1
S5A_TheSwissAccount_rep1,1786986552.055,1.0223,98849,66,1
S5A_TheSwissAccount_rep1,1786986553.073,1.018,0,0,0
S5A_TheSwissAccount_rep1,1786986554.091,1.018,61500,41,1
S5A_TheSwissAccount_rep1,1786986555.11,1.0191,127500,85,1
S5A_TheSwissAccount_rep1,1786986556.13,1.0196,62291,42,1
S5A_TheSwissAccount_rep1,1786986557.15,1.0209,0,0,0
S5A_TheSwissAccount_rep1,1786986558.169,1.0186,52500,35,1
S5A_TheSwissAccount_rep1,1786986559.188,1.0187,76500,51,1
S5A_TheSwissAccount_rep1,1786986560.207,1.0196,108000,72,1
S5A_TheSwissAccount_rep1,1786986561.226,1.0186,9588,7,1
S5A_TheSwissAccount_rep1,1786986562.244,1.0184,39000,26,1
S5A_TheSwissAccount_rep1,1786986563.263,1.0187,108000,72,1
S5A_TheSwissAccount_rep1,1786986564.283,1.0198,106905,72,1
S5A_TheSwissAccount_rep1,1786986565.301,1.0185,0,0,0
