run_id,t_epoch,dt,delta_bytes,delta_packets,active_flows
S5A_TearsOfSteel_rep1,1786985870.489,1.0001,0,0,0
S5A_TearsOfSteel_rep1,1786985871.509,1.0202,0,0,0
S5A_TearsOfSteel_rep1,1786985872.531,1.0219,0,0,0
S5A_TearsOfSteel_rep1,1786985873.55,1.0182,4582,5,1
S5A_TearsOfSteel_rep1,1786985874.568,1.0185,89140,65,2
S5A_TearsOfSteel_rep1,1786985875.587,1.0188,250633,168,2
S5A_TearsOfSteel_rep1,1786985876.605,1.0179,200335,134,2
S5A_TearsOfSteel_rep1,1786985877.622,1.0177,67540,46,2
S5A_TearsOfSteel_rep1,1786985878.642,1.019,99000,66,1
S5A_TearsOfSteel_rep1,1786985879.66,1.0189,66000,44,1
S5A_TearsOfSteel_rep1,1786985880.679,1.019,60000,40,1
S5A_TearsOfSteel_rep1,1786985881.697,1.0177,72000,48,1
S5A_TearsOfSteel_rep1,1786985882.715,1.0176,69000,46,1
S5A_TearsOfSteel_rep1,1786985883.732,1.0178,173713,116,2
S5A_TearsOfSteel_rep1,1786985884.75,1.018,45756,31,1
S5A_TearsOfSteel_rep1,1786985885.768,1.0178,85500,57,1
S5A_TearsOfSteel_rep1,1786985886.787,1.0191,93000,62,2
S5A_TearsOfSteel_rep1,1786985887.806,1.0188,181002,121,2
S5A_TearsOfSteel_rep1,1786985888.824,1.0177,126623,85,1
S5A_TearsOfSteel_rep1,1786985889.843,1.0188,239714,160,2
S5A_TearsOfSteel_rep1,1786985890.862,1.0189,179935,120,2
S5A_TearsOfSteel_rep1,1786985891.881,1.0192,155713,104,2
S5A_TearsOfSteel_rep1,1786985892.908,1.0272,63000,42,1
S5A_TearsOfSteel_rep1,1786985893.927,1.0188,176300,118,2
S5A_TearsOfSteel_rep1,1786985894.946,1.0188,88214,59,2
S5A_TearsOfSteel_rep1,1786985895.964,1.0188,63000,42,1
S5A_TearsOfSteel_rep1,1786985896.983,1.0189,64500,43,1
S5A_TearsOfSteel_rep1,1786985898.01,1.0269,89982,60,2
S5A_TearsOfSteel_rep1,1786985899.031,1.0212,120059,81,2
S5A_TearsOfSteel_rep1,1786985900.049,1.0176,36000,24,1
S5A_TearsOfSteel_rep1,1786985901.068,1.0189,37500,25,1
S5A_TearsOfSteel_rep1,1786985902.086,1.0183,70418,47,1
S5A_TearsOfSteel_rep1,1786985903.105,1.0188,143440,96,2
S5A_TearsOfSteel_rep1,1786985904.123,1.0179,37500,25,2
S5A_TearsOfSteel_rep1,1786985905.144,1.021,40500,27,1
S5A_TearsOfSteel_rep1,1786985906.162,1.0179,75000,50,1
S5A_TearsOfSteel_rep1,1786985907.181,1.0188,50130,34,1
S5A_TearsOfSteel_rep1,1786985908.198,1.0178,333674,226,3
S5A_TearsOfSteel_rep1,1786985909.216,1.0177,238576,160,2
S5A_TearsOfSteel_rep1,1786985910.234,1.0178,143450,96,1
S5A_TearsOfSteel_rep1,1786985911.252,1.0185,45000,30,1
S5A_TearsOfSteel_rep1,1786985912.271,1.0191,96000,64,1
S5A_TearsOfSteel_rep1,1786985913.289,1.0179,30230,21,1
S5A_TearsOfSteel_rep1,1786985914.308,1.0189,76500,51,1
S5A_TearsOfSteel_rep1,1786985915.328,1.0194,49700,34,1
S5A_TearsOfSteel_rep1,1786985916.348,1.0199,120694,81,1
S5A_TearsOfSteel_rep1,1786985917.367,1.0196,65267,44,1
S5A_TearsOfSteel_rep1,1786985918.386,1.0189,0,0,0
S5A_TearsOfSteel_rep1,1786985919.407,1.0211,46500,31,1
S5A_TearsOfSteel_rep1,1786985920.426,1.0193,114000,76,1
S5A_TearsOfSteel_rep1,1786985921.446,1.0193,58500,39,1
S5A_TearsOfSteel_rep1,1786985922.465,1.0193,96000,64,1
S5A_TearsOfSteel_rep1,1786985923.484,1.0193,91500,61,1
S5A_TearsOfSteel_rep1,1786985924.504,1.0194,94500,63,1
S5A_TearsOfSteel_rep1,1786985925.532,1.0287,77125,52,1
S5A_TearsOfSteel_rep1,1786985926.552,1.0194,61500,41,1
